"DATE","STATION","PRCP","SNWD","TMAX","TMIN"
2015-05-26,"USC00332098",0,0,80,62
2015-05-27,"USC00332098",0.12,0,85,65
2015-05-28,"USC00332098",0.54,0,71,56
2015-05-29,"USC00332098",0,0,79,62
2015-05-30,"USC00332098",0,0,84,68
2015-05-31,"USC00332098",1.79,0,82,50
2015-06-01,"USC00332098",0.42,0,58,48
2015-06-02,"USC00332098",0.01,0,59,45
2015-06-03,"USC00332098",0,0,68,49
2015-06-04,"USC00332098",0,0,73,57
2015-06-05,"USC00332098",0,0,80,59
2015-06-06,"USC00332098",0,0,84,58
2015-06-07,"USC00332098",0,0,81,59
2015-06-08,"USC00332098",0.35,0,80,53
2015-06-09,"USC00332098",0.53,0,77,56
2015-06-10,"USC00332098",0,0,77,60
2015-06-11,"USC00332098",1.23,0,87,67
2015-06-12,"USC00332098",0,0,79,62
2015-06-13,"USC00332098",0.39,0,79,64
2015-06-14,"USC00332098",0.3,0,86,67
2015-06-15,"USC00332098",0.11,0,85,70
2015-06-16,"USC00332098",1.15,0,83,68
2015-06-17,"USC00332098",0.04,0,82,64
2015-06-18,"USC00332098",0.14,0,73,64
2015-06-19,"USC00332098",0.47,0,86,64
2015-06-20,"USC00332098",0,0,71,50
2015-06-21,"USC00332098",0.09,0,78,66
2015-06-22,"USC00332098",0,0,83,66
2015-06-23,"USC00332098",0,0,84,72
2015-06-24,"USC00332098",0,0,80,58
2015-06-25,"USC00332098",0.02,0,78,58
2015-06-26,"USC00332098",1.3,0,76,62
2015-06-27,"USC00332098",1.66,0,74,57
2015-06-28,"USC00332098",1.17,0,63,56
2015-06-29,"USC00332098",0.04,0,76,62
2015-06-30,"USC00332098",0.03,0,76,60
2015-07-01,"USC00332098",0,0,77,57
2015-07-02,"USC00332098",0,0,76,58
2015-07-03,"USC00332098",0.01,0,73,56
2015-07-04,"USC00332098",0,0,73,56
2015-07-05,"USC00332098",0,0,80,59
2015-07-06,"USC00332098",0,0,82,59
2015-07-07,"USC00332098",0,0,84,62
2015-07-08,"USC00332098",1.01,0,77,58
2015-07-09,"USC00332098",1.28,0,69,61
2015-07-10,"USC00332098",0.04,0,71,62
2015-07-11,"USC00332098",0,0,74,59
2015-07-12,"USC00332098",0,0,79,64
2015-07-13,"USC00332098",0.34,0,70,62
2015-07-14,"USC00332098",0.32,0,78,63
2015-07-15,"USC00332098",0.27,0,83,60
2015-07-16,"USC00332098",0,0,75,55
2015-07-17,"USC00332098",0.33,0,75,65
2015-07-18,"USC00332098",0,0,86,67
2015-07-19,"USC00332098",0.3,0,90,69
2015-07-20,"USC00332098",0,0,90,62
2015-07-21,"USC00332098",0,0,85,69
2015-07-22,"USC00332098",0,0,81,56
2015-07-23,"USC00332098",0,0,82,56
2015-07-24,"USC00332098",0,0,83,63
2015-07-25,"USC00332098",0,0,87,66
2015-07-26,"USC00332098",0,0,87,66
2015-07-27,"USC00332098",0,0,87,66
2015-07-28,"USC00332098",0,0,86,64
2015-07-29,"USC00332098",0,0,90,70
2015-07-30,"USC00332098",0,0,90,62
2015-07-31,"USC00332098",0,0,85,63
2015-08-01,"USC00332098",0,0,88,60
2015-08-02,"USC00332098",0,0,84,65
2015-08-03,"USC00332098",0.87,0,90,62
2015-08-04,"USC00332098",0,0,84,58
2015-08-05,"USC00332098",0,0,83,58
2015-08-06,"USC00332098",0,0,80,62
2015-08-07,"USC00332098",0,0,76,58
2015-08-08,"USC00332098",0,0,79,59
2015-08-09,"USC00332098",0,0,82,63
2015-08-10,"USC00332098",0,0,79,67
2015-08-11,"USC00332098",0,0,83,65
2015-08-12,"USC00332098",0,0,82,62
2015-08-13,"USC00332098",0,0,77,57
2015-08-14,"USC00332098",0,0,85,61
2015-08-15,"USC00332098",0.45,0,86,63
2015-08-16,"USC00332098",0,0,84,65
2015-08-17,"USC00332098",0,0,86,69
2015-08-18,"USC00332098",0.25,0,85,66
2015-08-19,"USC00332098",0,0,83,68
2015-08-20,"USC00332098",0.32,0,85,60
2015-08-21,"USC00332098",0,0,76,54
2015-08-22,"USC00332098",0,0,80,57
2015-08-23,"USC00332098",0,0,79,59
2015-08-24,"USC00332098",0.46,0,83,56
2015-08-25,"USC00332098",0.05,0,75,56
2015-08-26,"USC00332098",0,0,66,56
2015-08-27,"USC00332098",0,0,68,54
2015-08-28,"USC00332098",0,0,75,56
2015-08-29,"USC00332098",0,0,77,62
2015-08-30,"USC00332098",0.3,0,78,62
2015-08-31,"USC00332098",0,0,86,65
2015-09-01,"USC00332098",0,0,89,65
2015-09-02,"USC00332098",0,0,90,68
2015-09-03,"USC00332098",0,0,92,68
2015-09-04,"USC00332098",0,0,91,68
2015-09-05,"USC00332098",0.01,0,84,65
2015-09-06,"USC00332098",0,0,89,65
2015-09-07,"USC00332098",0,0,90,68
2015-09-08,"USC00332098",0,0,93,69
2015-09-09,"USC00332098",0,0,89,68
2015-09-10,"USC00332098",0,0,77,57
2015-09-11,"USC00332098",0,0,83,58
2015-09-12,"USC00332098",0.13,0,64,53
2015-09-13,"USC00332098",0,0,68,46
2015-09-14,"USC00332098",0,0,70,49
2015-09-15,"USC00332098",0,0,76,57
2015-09-16,"USC00332098",0,0,82,54
2015-09-17,"USC00332098",0,0,84,55
2015-09-18,"USC00332098",0,0,83,61
2015-09-19,"USC00332098",0.9,0,82,64
2015-09-20,"USC00332098",0.05,0,71,48
2015-09-21,"USC00332098",0,0,71,49
2015-09-22,"USC00332098",0,0,72,48
2015-09-23,"USC00332098",0,0,78,51
2015-09-24,"USC00332098",0,0,78,53
2015-09-25,"USC00332098",0,0,80,57
2015-09-26,"USC00332098",0,0,78,58
2015-09-27,"USC00332098",0,0,75,60
2015-09-28,"USC00332098",0,0,80,63
2015-09-29,"USC00332098",0,0,80,64
2015-09-30,"USC00332098",0.03,0,71,53
2015-10-01,"USC00332098",0,0,67,46
2015-10-02,"USC00332098",0,0,60,47
2015-10-03,"USC00332098",0,0,56,47
2015-10-04,"USC00332098",0.28,0,54,46
2015-10-05,"USC00332098",0,0,69,54
2015-10-06,"USC00332098",0,0,73,53
2015-10-07,"USC00332098",0,0,69,53
2015-10-08,"USC00332098",0,0,76,51
2015-10-09,"USC00332098",0.21,0,78,51
2015-10-10,"USC00332098",0,0,62,44
2015-10-11,"USC00332098",0,0,66,48
2015-10-12,"USC00332098",0,0,74,54
2015-10-13,"USC00332098",0,0,78,52
2015-10-14,"USC00332098",0,0,58,48
2015-10-15,"USC00332098",0,0,62,41
2015-10-16,"USC00332098",0.02,0,69,38
2015-10-17,"USC00332098",0,0,58,36
2015-10-18,"USC00332098",0.05,0,49,30
2015-10-19,"USC00332098",0,0,45,34
2015-10-20,"USC00332098",0,0,66,45
2015-10-21,"USC00332098",0,0,74,51
2015-10-22,"USC00332098",0.06,0,73,53
2015-10-23,"USC00332098",0.03,0,63,42
2015-10-24,"USC00332098",0.15,0,63,48
2015-10-25,"USC00332098",0,0,70,46
2015-10-26,"USC00332098",0,0,60,36
2015-10-27,"USC00332098",0,0,60,40
2015-10-28,"USC00332098",1.06,0,61,45
2015-10-29,"USC00332098",0.31,0,62,37
2015-10-30,"USC00332098",0,0,52,37
2015-10-31,"USC00332098",0,0,51,39
2015-11-01,"USC00332098",0.08,0,53,44
2015-11-02,"USC00332098",0,0,60,41
2015-11-03,"USC00332098",0,0,62,45
2015-11-04,"USC00332098",0,0,71,45
2015-11-05,"USC00332098",0,0,76,52
2015-11-06,"USC00332098",0.23,0,72,59
2015-11-07,"USC00332098",0,0,60,39
2015-11-08,"USC00332098",0,0,56,28
2015-11-09,"USC00332098",0,0,50,29
2015-11-10,"USC00332098",0.12,0,54,42
2015-11-11,"USC00332098",0,0,51,35
2015-11-12,"USC00332098",0.09,0,56,37
2015-11-13,"USC00332098",0,0,47,37
2015-11-14,"USC00332098",0,0,46,30
2015-11-15,"USC00332098",0,0,51,37
2015-11-16,"USC00332098",0,0,63,34
2015-11-17,"USC00332098",0,0,63,42
2015-11-18,"USC00332098",0,0,63,49
2015-11-19,"USC00332098",0.27,0,62,45
2015-11-20,"USC00332098",0,0,51,31
2015-11-21,"USC00332098",0,0,46,31
2015-11-22,"USC00332098",0.1,3,38,20
2015-11-23,"USC00332098",0,2,27,15
2015-11-24,"USC00332098",0,2,34,25
2015-11-25,"USC00332098",0,0,55,28
2015-11-26,"USC00332098",0,0,55,29
2015-11-27,"USC00332098",0.05,0,59,53
2015-11-28,"USC00332098",0.5,0,55,34
2015-11-29,"USC00332098",0,0,37,27
2015-11-30,"USC00332098",0,0,41,27
2015-12-01,"USC00332098",0.15,0,49,27
2015-12-02,"USC00332098",0,0,48,30
2015-12-03,"USC00332098",0,0,43,30
2015-12-04,"USC00332098",0,0,43,30
2015-12-05,"USC00332098",0,0,43,29
2015-12-06,"USC00332098",0,0,38,22
2015-12-07,"USC00332098",0,0,47,26
2015-12-08,"USC00332098",0,0,48,27
2015-12-09,"USC00332098",0,0,47,39
2015-12-10,"USC00332098",0,0,51,39
2015-12-11,"USC00332098",0,0,52,40
2015-12-12,"USC00332098",0,0,59,42
2015-12-13,"USC00332098",0,0,67,57
2015-12-14,"USC00332098",0.04,0,63,56
2015-12-15,"USC00332098",0.14,0,58,40
2015-12-16,"USC00332098",0,0,46,39
2015-12-17,"USC00332098",0,0,54,33
2015-12-18,"USC00332098",0,0,35,26
2015-12-19,"USC00332098",0,0,33,25
2015-12-20,"USC00332098",0,0,31,21
2015-12-21,"USC00332098",0.44,0,45,21
2015-12-22,"USC00332098",0.17,0,51,42
2015-12-23,"USC00332098",0.32,0,53,36
2015-12-24,"USC00332098",0.89,0,62,38
2015-12-25,"USC00332098",0,0,47,39
2015-12-26,"USC00332098",0,0,47,36
2015-12-27,"USC00332098",1.1,0,46,39
2015-12-28,"USC00332098",0.23,0,39,30
2015-12-29,"USC00332098",1.1,0,45,31
2015-12-30,"USC00332098",0,0,39,31
2015-12-31,"USC00332098",0,0,33,28
2016-01-01,"USC00332098",0,0,31,24
2016-01-02,"USC00332098",0,0,27,24
2016-01-03,"USC00332098",0,0,33,24
2016-01-04,"USC00332098",0,0,32,24
2016-01-05,"USC00332098",0,0,28,13
2016-01-06,"USC00332098",0,0,28,17
2016-01-07,"USC00332098",0,0,38,19
2016-01-08,"USC00332098",0.04,0,35,30
2016-01-09,"USC00332098",1.2,0,46,33
2016-01-10,"USC00332098",1.1,0,46,27
2016-01-11,"USC00332098",0.02,1,28,5
2016-01-12,"USC00332098",0.13,3,24,7
2016-01-13,"USC00332098",0,2,19,2
2016-01-14,"USC00332098",0.15,3,31,2
2016-01-15,"USC00332098",0.02,1,41,31
2016-01-16,"USC00332098",0,1,40,20
2016-01-17,"USC00332098",0.15,1,42,18
2016-01-18,"USC00332098",0,1,18,1
2016-01-19,"USC00332098",0,1,13,3
2016-01-20,"USC00332098",0,1,21,11
2016-01-21,"USC00332098",0,1,20,7
2016-01-22,"USC00332098",0,1,30,14
2016-01-23,"USC00332098",0,1,27,18
2016-01-24,"USC00332098",0,0,31,17
2016-01-25,"USC00332098",0,0,34,21
2016-01-26,"USC00332098",0,0,46,26
2016-01-27,"USC00332098",0,0,33,24
2016-01-28,"USC00332098",0,0,30,25
2016-01-29,"USC00332098",0,0,40,24
2016-01-30,"USC00332098",0,0,34,24
2016-01-31,"USC00332098",0,0,52,34
2016-02-01,"USC00332098",0,0,55,35
2016-02-02,"USC00332098",0,0,46,25
2016-02-03,"USC00332098",0.37,0,55,31
2016-02-04,"USC00332098",0,0,50,28
2016-02-05,"USC00332098",0,0,29,19
2016-02-06,"USC00332098",0,0,39,22
2016-02-07,"USC00332098",0,0,38,23
2016-02-08,"USC00332098",0,0,49,30
2016-02-09,"USC00332098",0.1,0,43,26
2016-02-10,"USC00332098",0.18,1,29,17
2016-02-11,"USC00332098",0,0,25,14
2016-02-12,"USC00332098",0,0,23,12
2016-02-13,"USC00332098",0.01,0,26,3
2016-02-14,"USC00332098",0,0,19,3
2016-02-15,"USC00332098",0.08,1,20,10
2016-02-16,"USC00332098",0,1,29,20
2016-02-17,"USC00332098",0.06,1,31,27
2016-02-18,"USC00332098",0,0,38,18
2016-02-19,"USC00332098",0,0,49,20
2016-02-20,"USC00332098",0,0,61,40
2016-02-21,"USC00332098",0,0,66,30
2016-02-22,"USC00332098",0,0,49,29
2016-02-23,"USC00332098",0,0,43,24
2016-02-24,"USC00332098",0.29,0,44,30
2016-02-25,"USC00332098",0.37,2,34,29
2016-02-26,"USC00332098",0,1,34,25
2016-02-27,"USC00332098",0,0,38,26
2016-02-28,"USC00332098",0,0,47,26
2016-02-29,"USC00332098",0,0,64,34
2016-03-01,"USC00332098",0,0,51,28
2016-03-02,"USC00332098",0.31,1,38,18
2016-03-03,"USC00332098",0,1,31,22
2016-03-04,"USC00332098",0.23,3,31,25
2016-03-05,"USC00332098",0.09,0,34,26
2016-03-06,"USC00332098",0.02,0,35,29
2016-03-07,"USC00332098",0,0,55,32
2016-03-08,"USC00332098",0,0,59,32
2016-03-09,"USC00332098",0,0,71,45
2016-03-10,"USC00332098",0.19,0,67,55
2016-03-11,"USC00332098",0.32,0,57,40
2016-03-12,"USC00332098",0,0,48,30
2016-03-13,"USC00332098",0.42,0,58,43
2016-03-14,"USC00332098",0.19,0,57,43
2016-03-15,"USC00332098",0.07,0,62,47
2016-03-16,"USC00332098",0,0,57,47
2016-03-17,"USC00332098",0,0,59,41
2016-03-18,"USC00332098",0,0,59,36
2016-03-19,"USC00332098",0,0,51,31
2016-03-20,"USC00332098",0,0,53,27
2016-03-21,"USC00332098",0,0,45,27
2016-03-22,"USC00332098",0,0,61,31
2016-03-23,"USC00332098",0,0,62,45
2016-03-24,"USC00332098",0,0,66,40
2016-03-25,"USC00332098",0.98,0,59,30
2016-03-26,"USC00332098",0,0,42,28
2016-03-27,"USC00332098",0,0,49,31
2016-03-28,"USC00332098",1.09,0,73,31
2016-03-29,"USC00332098",0,0,47,31
2016-03-30,"USC00332098",0,0,51,33
2016-03-31,"USC00332098",0.72,0,63,35
2016-04-01,"USC00332098",0.2,0,64,43
2016-04-02,"USC00332098",0,0,50,33
2016-04-03,"USC00332098",0.29,0,39,24
2016-04-04,"USC00332098",0,0,55,26
2016-04-05,"USC00332098",0,0,35,23
2016-04-06,"USC00332098",0,0,41,25
2016-04-07,"USC00332098",0.67,0,61,40
2016-04-08,"USC00332098",0,0,45,28
2016-04-09,"USC00332098",0.2,0,36,24
2016-04-10,"USC00332098",0.02,0,36,27
2016-04-11,"USC00332098",0.42,0,51,28
2016-04-12,"USC00332098",0,0,55,30
2016-04-13,"USC00332098",0,0,53,32
2016-04-14,NA,NA,NA,NA,NA
2016-04-15,"USC00332098",NA,0,56,32
2016-04-16,"USC00332098",0,0,72,39
2016-04-17,"USC00332098",0,0,74,39
2016-04-18,"USC00332098",0,0,78,46
2016-04-19,"USC00332098",0,0,82,52
2016-04-20,"USC00332098",0,0,63,46
2016-04-21,"USC00332098",0.26,0,72,51
2016-04-22,"USC00332098",0.24,0,65,51
2016-04-23,"USC00332098",0.42,0,60,40
2016-04-24,"USC00332098",0,0,59,39
2016-04-25,"USC00332098",0,0,70,39
2016-04-26,"USC00332098",0.6,0,80,58
2016-04-27,"USC00332098",0,0,74,42
2016-04-28,"USC00332098",0.37,0,57,42
2016-04-29,"USC00332098",0,0,51,43
2016-04-30,"USC00332098",0.06,0,56,41
2016-05-01,"USC00332098",0.6,0,50,46
2016-05-02,"USC00332098",0.42,0,57,43
2016-05-03,"USC00332098",0,0,52,45
2016-05-04,"USC00332098",0.11,0,63,49
2016-05-05,"USC00332098",0.18,0,60,40
2016-05-06,"USC00332098",0,0,65,44
2016-05-07,"USC00332098",0,0,71,52
2016-05-08,"USC00332098",0,0,79,41
2016-05-09,"USC00332098",0,0,69,46
2016-05-10,"USC00332098",0.22,0,55,46
2016-05-11,"USC00332098",0.23,0,59,49
2016-05-12,"USC00332098",0.03,0,71,54
2016-05-13,"USC00332098",0.5,0,76,50
2016-05-14,"USC00332098",0.3,0,67,44
2016-05-15,"USC00332098",0.09,0,50,36
2016-05-16,"USC00332098",0,0,52,37
2016-05-17,"USC00332098",0.17,0,67,44
2016-05-18,"USC00332098",0.22,0,62,47
2016-05-19,"USC00332098",0,0,64,42
2016-05-20,"USC00332098",0,0,73,46
2016-05-21,"USC00332098",0,0,69,53
2016-05-22,"USC00332098",0,0,70,49
2016-05-23,"USC00332098",0,0,74,44
2016-05-24,"USC00332098",0,0,76,49
2016-05-25,"USC00332098",0,0,84,60
2016-05-26,"USC00332098",0,0,83,66
2016-05-27,"USC00332098",0,0,83,62
2016-05-28,"USC00332098",0,0,86,67
2016-05-29,"USC00332098",0.01,0,85,67
2016-05-30,"USC00332098",0,0,88,60
2016-05-31,"USC00332098",0,0,87,59
2016-06-01,"USC00332098",0,0,84,63
2016-06-02,"USC00332098",0,0,88,64
2016-06-03,"USC00332098",0,0,86,62
2016-06-04,"USC00332098",0,0,86,55
2016-06-05,"USC00332098",0.65,0,76,63
2016-06-06,"USC00332098",0.05,0,77,69
2016-06-07,"USC00332098",0.22,0,83,53
2016-06-08,"USC00332098",0,0,65,47
2016-06-09,"USC00332098",0,0,72,45
2016-06-10,"USC00332098",0,0,75,64
2016-06-11,"USC00332098",0,0,84,69
2016-06-12,"USC00332098",0,0,94,69
2016-06-13,"USC00332098",0,0,82,53
2016-06-14,"USC00332098",0,0,82,61
2016-06-15,"USC00332098",0.23,0,79,64
2016-06-16,"USC00332098",0.44,0,87,64
2016-06-17,"USC00332098",0,0,79,62
2016-06-18,"USC00332098",0,0,83,56
2016-06-19,"USC00332098",0,0,87,67
2016-06-20,"USC00332098",0,0,89,69
2016-06-21,"USC00332098",0.04,0,93,69
2016-06-22,"USC00332098",0,0,84,62
2016-06-23,"USC00332098",2.2,0,85,61
2016-06-24,"USC00332098",0,0,76,59
2016-06-25,"USC00332098",0,0,80,58
2016-06-26,"USC00332098",0,0,84,69
2016-06-27,"USC00332098",0.27,0,89,69
2016-06-28,"USC00332098",0,0,91,63
2016-06-29,"USC00332098",0,0,72,55
2016-06-30,"USC00332098",0,0,78,55
2016-07-01,"USC00332098",0.08,0,82,64
2016-07-02,"USC00332098",0,0,78,53
2016-07-03,"USC00332098",0,0,74,53
2016-07-04,"USC00332098",0,0,74,60
2016-07-05,"USC00332098",0,0,77,62
2016-07-06,"USC00332098",0,0,85,66
2016-07-07,"USC00332098",0,0,87,69
2016-07-08,"USC00332098",0,0,91,70
2016-07-09,"USC00332098",0,0,88,65
2016-07-10,"USC00332098",0,0,80,61
2016-07-11,"USC00332098",0,0,85,63
2016-07-12,"USC00332098",0,0,90,69
2016-07-13,"USC00332098",0,0,92,71
2016-07-14,"USC00332098",0.69,0,92,68
2016-07-15,"USC00332098",0,0,92,66
2016-07-16,"USC00332098",0,0,84,58
2016-07-17,"USC00332098",0,0,85,60
2016-07-18,"USC00332098",1.4,0,88,68
2016-07-19,"USC00332098",0,0,86,62
2016-07-20,"USC00332098",0,0,89,65
2016-07-21,"USC00332098",0,0,89,68
2016-07-22,"USC00332098",0.2,0,89,68
2016-07-23,"USC00332098",0,0,90,71
2016-07-24,"USC00332098",0,0,92,71
2016-07-25,"USC00332098",0.12,0,87,71
2016-07-26,"USC00332098",0,0,89,65
2016-07-27,"USC00332098",0,0,85,66
2016-07-28,"USC00332098",0,0,90,69
2016-07-29,"USC00332098",0,0,84,68
2016-07-30,"USC00332098",0.17,0,85,64
2016-07-31,"USC00332098",0.11,0,82,67
2016-08-01,"USC00332098",0,0,84,65
2016-08-02,"USC00332098",0,0,87,65
2016-08-03,"USC00332098",0,0,89,65
2016-08-04,"USC00332098",0,0,89,64
2016-08-05,"USC00332098",0,0,91,71
2016-08-06,"USC00332098",0.15,0,90,63
2016-08-07,"USC00332098",0,0,86,61
2016-08-08,"USC00332098",0,0,85,65
2016-08-09,"USC00332098",0,0,83,65
2016-08-10,"USC00332098",0,0,89,68
2016-08-11,"USC00332098",1.07,0,91,73
2016-08-12,"USC00332098",0.1,0,89,59
2016-08-13,"USC00332098",0.23,0,89,76
2016-08-14,"USC00332098",0,0,84,68
2016-08-15,"USC00332098",0.06,0,83,70
2016-08-16,NA,NA,NA,NA,NA
2016-08-17,"USC00332098",NA,0,81,69
2016-08-18,"USC00332098",0.1,0,84,66
2016-08-19,"USC00332098",0,0,84,67
2016-08-20,"USC00332098",0,0,87,67
2016-08-21,"USC00332098",0.55,0,76,61
2016-08-22,"USC00332098",0,0,78,55
2016-08-23,"USC00332098",0,0,78,57
2016-08-24,"USC00332098",0,0,81,62
2016-08-25,"USC00332098",0.63,0,83,67
2016-08-26,"USC00332098",0,0,87,63
2016-08-27,"USC00332098",0,0,84,69
2016-08-28,"USC00332098",0.29,0,87,69
2016-08-29,"USC00332098",0,0,89,67
2016-08-30,"USC00332098",0,0,85,63
2016-08-31,"USC00332098",0.6,0,85,67
2016-09-01,"USC00332098",0,0,83,57
2016-09-02,"USC00332098",0,0,74,54
2016-09-03,"USC00332098",0,0,75,54
2016-09-04,"USC00332098",0,0,76,52
2016-09-05,"USC00332098",0,0,80,55
2016-09-06,"USC00332098",0,0,87,66
2016-09-07,"USC00332098",0,0,91,72
2016-09-08,"USC00332098",0.01,0,92,74
2016-09-09,"USC00332098",0.05,0,80,68
2016-09-10,"USC00332098",0.9,0,85,70
2016-09-11,"USC00332098",0.2,0,77,55
2016-09-12,"USC00332098",0.02,0,73,53
2016-09-13,"USC00332098",0,0,77,55
2016-09-14,"USC00332098",0.31,0,83,58
2016-09-15,"USC00332098",0,0,71,55
2016-09-16,"USC00332098",0,0,75,55
2016-09-17,"USC00332098",0.5,0,83,56
2016-09-18,"USC00332098",0.9,0,80,60
2016-09-19,"USC00332098",0,0,81,57
2016-09-20,"USC00332098",0,0,83,59
2016-09-21,"USC00332098",0,0,84,62
2016-09-22,"USC00332098",0,0,85,65
2016-09-23,"USC00332098",0,0,87,65
2016-09-24,"USC00332098",0,0,84,45
2016-09-25,"USC00332098",0,0,73,53
2016-09-26,"USC00332098",0.3,0,78,59
2016-09-27,"USC00332098",0,0,68,49
2016-09-28,"USC00332098",0,0,71,50
2016-09-29,"USC00332098",0.93,0,63,53
2016-09-30,"USC00332098",0.47,0,67,56
2016-10-01,"USC00332098",0.5,0,74,57
2016-10-02,"USC00332098",0.51,0,65,53
2016-10-03,"USC00332098",0.01,0,69,53
2016-10-04,"USC00332098",0,0,65,53
2016-10-05,"USC00332098",0,0,75,53
2016-10-06,"USC00332098",0,0,80,60
2016-10-07,"USC00332098",0,0,82,58
2016-10-08,"USC00332098",0,0,81,46
2016-10-09,"USC00332098",0,0,64,40
2016-10-10,"USC00332098",0,0,64,42
2016-10-11,"USC00332098",0,0,64,48
2016-10-12,"USC00332098",0,0,68,43
2016-10-13,"USC00332098",0.19,0,79,46
2016-10-14,"USC00332098",0,0,59,37
2016-10-15,"USC00332098",0,0,62,38
2016-10-16,"USC00332098",0,0,73,51
2016-10-17,"USC00332098",0.33,0,67,55
2016-10-18,"USC00332098",0,0,80,66
2016-10-19,"USC00332098",0,0,78,50
2016-10-20,"USC00332098",0.5,0,71,51
2016-10-21,"USC00332098",1.02,0,71,44
2016-10-22,"USC00332098",0,0,51,43
2016-10-23,"USC00332098",0,0,61,40
2016-10-24,"USC00332098",0,0,69,41
2016-10-25,"USC00332098",0,0,51,28
2016-10-26,"USC00332098",0.02,0,53,34
2016-10-27,"USC00332098",0.3,0,48,32
2016-10-28,"USC00332098",0,0,48,31
2016-10-29,"USC00332098",0,0,63,31
2016-10-30,"USC00332098",0,0,73,53
2016-10-31,"USC00332098",0.25,0,56,44
2016-11-01,"USC00332098",0,0,64,44
2016-11-02,"USC00332098",0,0,78,59
2016-11-03,"USC00332098",0.87,0,78,55
2016-11-04,"USC00332098",0,0,65,41
2016-11-05,"USC00332098",0,0,57,38
2016-11-06,"USC00332098",0,0,63,40
2016-11-07,"USC00332098",0,0,66,35
2016-11-08,"USC00332098",0,0,67,40
2016-11-09,"USC00332098",0.17,0,54,35
2016-11-10,"USC00332098",0,0,56,35
2016-11-11,"USC00332098",0,0,59,36
2016-11-12,"USC00332098",0,0,54,26
2016-11-13,"USC00332098",0,0,49,29
2016-11-14,"USC00332098",0,0,54,33
2016-11-15,"USC00332098",0,0,55,39
2016-11-16,"USC00332098",0,0,60,34
2016-11-17,"USC00332098",0,0,47,29
2016-11-18,"USC00332098",0,0,69,40
2016-11-19,"USC00332098",0.25,0,73,22
2016-11-20,"USC00332098",0.1,0,38,30
2016-11-21,"USC00332098",0,0,33,23
2016-11-22,"USC00332098",0,0,40,22
2016-11-23,"USC00332098",0.13,0,36,21
2016-11-24,"USC00332098",0.52,0,44,19
2016-11-25,"USC00332098",0.2,0,44,35
2016-11-26,"USC00332098",0,0,38,35
2016-11-27,"USC00332098",0,0,40,29
2016-11-28,"USC00332098",0.23,0,46,32
2016-11-29,"USC00332098",0.95,0,48,41
2016-11-30,"USC00332098",0,0,56,41
2016-12-01,"USC00332098",0,0,53,35
2016-12-02,"USC00332098",0,0,39,33
2016-12-03,"USC00332098",0,0,40,NA
2016-12-04,"USC00332098",0,0,40,NA
2016-12-05,"USC00332098",0,0,40,31
2016-12-06,"USC00332098",0,0,36,29
2016-12-07,"USC00332098",0,0,37,25
2016-12-08,"USC00332098",0.57,0,34,23
2016-12-09,"USC00332098",0.02,0,24,NA
2016-12-10,"USC00332098",0.01,0,29,NA
2016-12-11,"USC00332098",0.17,2,27,NA
2016-12-12,"USC00332098",0.74,6,33,NA
2016-12-13,"USC00332098",0,6,32,13
2016-12-14,"USC00332098",0,6,28,0
2016-12-15,"USC00332098",0,6,16,NA
2016-12-16,"USC00332098",0,5,13,0
2016-12-17,"USC00332098",0.15,5,28,3
2016-12-18,"USC00332098",0.09,5,29,3
2016-12-19,"USC00332098",0,5,30,-7
2016-12-20,"USC00332098",0,5,21,-3
2016-12-21,"USC00332098",0,5,30,19
2016-12-22,"USC00332098",0,4,35,21
2016-12-23,"USC00332098",0,4,38,23
2016-12-24,"USC00332098",0,4,37,28
2016-12-25,"USC00332098",0.03,2,37,32
2016-12-26,"USC00332098",0,0,57,33
2016-12-27,"USC00332098",0.68,0,59,28
2016-12-28,"USC00332098",0,0,35,24
2016-12-29,"USC00332098",0.23,0,40,24
2016-12-30,"USC00332098",0.01,0,40,26
2016-12-31,"USC00332098",0,0,36,26
2017-01-01,"USC00332098",0,0,43,22
2017-01-02,"USC00332098",0,0,38,28
2017-01-03,"USC00332098",0.61,0,40,32
2017-01-04,"USC00332098",0.47,0,44,23
2017-01-05,"USC00332098",0,0,23,14
2017-01-06,"USC00332098",0.5,0,23,6
2017-01-07,NA,NA,NA,NA,NA
2017-01-08,"USC00332098",NA,1,23,0
2017-01-09,"USC00332098",0,0,20,10
2017-01-10,"USC00332098",0.23,0,33,10
2017-01-11,"USC00332098",0.2,0,49,29
2017-01-12,"USC00332098",0.41,0,56,32
2017-01-13,"USC00332098",0.63,0,42,22
2017-01-14,"USC00332098",0,0,42,22
2017-01-15,"USC00332098",0,0,30,20
2017-01-16,"USC00332098",0,0,31,23
2017-01-17,"USC00332098",0.75,0,50,23
2017-01-18,"USC00332098",0,0,52,34
2017-01-19,"USC00332098",0,0,39,33
2017-01-20,"USC00332098",0.5,0,38,33
2017-01-21,"USC00332098",0.05,0,49,37
2017-01-22,"USC00332098",0.02,0,59,44
2017-01-23,"USC00332098",0,0,60,40
2017-01-24,"USC00332098",0.24,0,43,39
2017-01-25,"USC00332098",0,0,43,36
2017-01-26,"USC00332098",0,0,49,35
2017-01-27,"USC00332098",0,0,37,29
2017-01-28,"USC00332098",0,0,37,26
2017-01-29,"USC00332098",0,0,37,25
2017-01-30,"USC00332098",0,0,30,21
