"station","mean_pre","sd_pre","mean_post","sd_post","per_change"
"Maumee",188.082535572867,309.902421596586,190.252237249717,262.132036439719,1.15359018860576
"Tiffin",11.3558114328152,19.2606161597502,11.4428174537212,15.0584953040913,0.766180571249882
"Blanchard",10.5451525271389,23.6060211235748,9.46847884397431,19.3755355219249,-10.2101290654044
"Sandusky",44.6270805901759,84.9544644937595,36.7082321496033,63.0597419720616,-17.744491317489
"Honey",5.1484591352345,11.5350982852664,4.84098843974311,9.40934412885215,-5.9720915989632
"Raisin",26.1128050737709,36.2538336257733,25.3223071401587,30.0273534907312,-3.02724250182629
