date,Qdaily
12/27/2014,25.7
12/28/2014,27.7
12/29/2014,37.4
12/30/2014,27.1
12/31/2014,14
1/1/2015,11.7
1/2/2015,8.55
1/3/2015,24.3
1/4/2015,683
1/5/2015,839
1/6/2015,424
1/7/2015,89.6
1/8/2015,60.2
1/9/2015,46.5
1/10/2015,36.5
1/11/2015,32.3
1/12/2015,27.7
1/13/2015,25.4
1/14/2015,23.7
1/15/2015,21.3
1/16/2015,20.6
1/17/2015,19.9
1/18/2015,27.9
1/19/2015,47.9
1/20/2015,78.9
1/21/2015,106
1/22/2015,62
1/23/2015,39.6
1/24/2015,29.5
1/25/2015,22
1/26/2015,17.6
1/27/2015,14.5
1/28/2015,12.9
1/29/2015,11.6
1/30/2015,10.6
1/31/2015,10.3
2/1/2015,9.59
2/2/2015,9.26
2/3/2015,13.1
2/4/2015,10.3
2/5/2015,8.95
2/6/2015,8.35
2/7/2015,8.2
2/8/2015,17.6
2/9/2015,91.8
2/10/2015,322
2/11/2015,147
2/12/2015,81.1
2/13/2015,46.9
2/14/2015,28.2
2/15/2015,18.8
2/16/2015,12.8
2/17/2015,9.21
2/18/2015,7.32
2/19/2015,6.13
2/20/2015,5.13
2/21/2015,4.52
2/22/2015,8.53
2/23/2015,6.12
2/24/2015,5.13
2/25/2015,4.75
2/26/2015,4.4
2/27/2015,4.18
2/28/2015,4.08
3/1/2015,4.23
3/2/2015,4.45
3/3/2015,5.24
3/4/2015,6.1
3/5/2015,4.98
3/6/2015,4.42
3/7/2015,4.2
3/8/2015,5.15
3/9/2015,10.2
3/10/2015,75.9
3/11/2015,331
3/12/2015,711
3/13/2015,1510
3/14/2015,2160
3/15/2015,2170
3/16/2015,1320
3/17/2015,815
3/18/2015,467
3/19/2015,252
3/20/2015,169
3/21/2015,122
3/22/2015,97.2
3/23/2015,78.2
3/24/2015,66.6
3/25/2015,62.9
3/26/2015,258
3/27/2015,581
3/28/2015,332
3/29/2015,163
3/30/2015,122
3/31/2015,105
4/1/2015,88.8
4/2/2015,75.6
4/3/2015,103
4/4/2015,429
4/5/2015,410
4/6/2015,185
4/7/2015,236
4/8/2015,625
4/9/2015,1070
4/10/2015,1610
4/11/2015,1090
4/12/2015,468
4/13/2015,208
4/14/2015,146
4/15/2015,114
4/16/2015,87
4/17/2015,75.9
4/18/2015,65.2
4/19/2015,60.4
4/20/2015,62.2
4/21/2015,78.8
4/22/2015,83.1
4/23/2015,64.8
4/24/2015,51.7
4/25/2015,43.6
4/26/2015,38.9
4/27/2015,35.5
4/28/2015,32.2
4/29/2015,28.9
4/30/2015,28.9
5/1/2015,28.7
5/2/2015,26.1
5/3/2015,23.6
5/4/2015,21.9
5/5/2015,21.6
5/6/2015,20.1
5/7/2015,20.4
5/8/2015,22.7
5/9/2015,22.5
5/10/2015,21.8
5/11/2015,17
5/12/2015,17.7
5/13/2015,15.9
5/14/2015,14.2
5/15/2015,13.9
5/16/2015,13.9
5/17/2015,13.7
5/18/2015,14.1
5/19/2015,14.7
5/20/2015,14.9
5/21/2015,14.5
5/22/2015,12.9
5/23/2015,11.8
5/24/2015,10.5
5/25/2015,8.77
5/26/2015,9.02
5/27/2015,12.6
5/28/2015,16.2
5/29/2015,9.86
5/30/2015,21.8
5/31/2015,288
6/1/2015,959
6/2/2015,1010
6/3/2015,589
6/4/2015,242
6/5/2015,109
6/6/2015,70.8
6/7/2015,60.6
6/8/2015,45.9
6/9/2015,42.7
6/10/2015,37.3
6/11/2015,30.4
6/12/2015,24.3
6/13/2015,26.5
6/14/2015,77.4
6/15/2015,363
6/16/2015,1160
6/17/2015,1660
6/18/2015,1240
6/19/2015,708
6/20/2015,335
6/21/2015,159
6/22/2015,97.7
6/23/2015,66.5
6/24/2015,51.6
6/25/2015,40.2
6/26/2015,35.1
6/27/2015,352
6/28/2015,941
6/29/2015,785
6/30/2015,427
7/1/2015,333
7/2/2015,246
7/3/2015,121
7/4/2015,75.9
7/5/2015,54.1
7/6/2015,40.4
7/7/2015,35.9
7/8/2015,39
7/9/2015,199
7/10/2015,526
7/11/2015,247
7/12/2015,397
7/13/2015,1700
7/14/2015,1500
7/15/2015,1250
7/16/2015,815
7/17/2015,393
7/18/2015,239
7/19/2015,174
7/20/2015,130
7/21/2015,91.9
7/22/2015,66.3
7/23/2015,49
7/24/2015,36.8
7/25/2015,28.9
7/26/2015,23.7
7/27/2015,21.2
7/28/2015,17.9
7/29/2015,16.8
7/30/2015,17.8
7/31/2015,14.1
8/1/2015,11.5
8/2/2015,9.94
8/3/2015,20.1
8/4/2015,26.2
8/5/2015,27.7
8/6/2015,18.2
8/7/2015,12.7
8/8/2015,9.81
8/9/2015,8.34
8/10/2015,9.68
8/11/2015,10.9
8/12/2015,9.74
8/13/2015,11.6
8/14/2015,9.06
8/15/2015,39.2
8/16/2015,20.1
8/17/2015,69
8/18/2015,252
8/19/2015,52.1
8/20/2015,21.1
8/21/2015,13.1
8/22/2015,9.6
8/23/2015,8.35
8/24/2015,12.3
8/25/2015,11.7
8/26/2015,13.7
8/27/2015,9.26
8/28/2015,7.37
8/29/2015,6.38
8/30/2015,9.85
8/31/2015,21.1
9/1/2015,11.5
9/2/2015,9.44
9/3/2015,7.71
9/4/2015,9.5
9/5/2015,7.35
9/6/2015,7.17
9/7/2015,6.61
9/8/2015,5.19
9/9/2015,4.51
9/10/2015,4.05
9/11/2015,4.34
9/12/2015,7.53
9/13/2015,11.2
9/14/2015,14
9/15/2015,8.79
9/16/2015,6.24
9/17/2015,4.95
9/18/2015,3.91
9/19/2015,3.68
9/20/2015,3.81
9/21/2015,3.53
9/22/2015,3.29
9/23/2015,3.13
9/24/2015,2.91
9/25/2015,2.76
9/26/2015,2.84
9/27/2015,2.6
9/28/2015,2.51
9/29/2015,2.67
9/30/2015,2.89
10/1/2015,2.79
10/2/2015,3.19
10/3/2015,3.83
10/4/2015,4.22
10/5/2015,3.89
10/6/2015,3.37
10/7/2015,3.04
10/8/2015,2.88
10/9/2015,3.06
10/10/2015,2.86
10/11/2015,2.65
10/12/2015,2.52
10/13/2015,2.43
10/14/2015,2.38
10/15/2015,2.7
10/16/2015,2.54
10/17/2015,2.38
10/18/2015,2.29
10/19/2015,2.18
10/20/2015,2.06
10/21/2015,1.99
10/22/2015,1.95
10/23/2015,2.39
10/24/2015,3.99
10/25/2015,3.28
10/26/2015,4.35
10/27/2015,4.54
10/28/2015,31.4
10/29/2015,207
10/30/2015,109
10/31/2015,50.8
11/1/2015,28.2
11/2/2015,19.5
11/3/2015,15.1
11/4/2015,11.8
11/5/2015,10.7
11/6/2015,10.2
11/7/2015,11
11/8/2015,15.3
11/9/2015,13.7
11/10/2015,14.2
11/11/2015,40.5
11/12/2015,62.3
11/13/2015,55.6
11/14/2015,43.4
11/15/2015,30.4
11/16/2015,22.7
11/17/2015,18.2
11/18/2015,15.6
11/19/2015,18.6
11/20/2015,18.3
11/21/2015,15.5
11/22/2015,15
11/23/2015,13.5
11/24/2015,12.1
11/25/2015,11.1
11/26/2015,10.1
11/27/2015,10.2
11/28/2015,46.5
11/29/2015,145
11/30/2015,109
12/1/2015,69.2
12/2/2015,51.1
12/3/2015,39.3
12/4/2015,31.4
12/5/2015,25.8
12/6/2015,22
12/7/2015,20.2
12/8/2015,19.4
12/9/2015,18.4
12/10/2015,17.3
12/11/2015,16.3
12/12/2015,15.2
12/13/2015,14
12/14/2015,13.3
12/15/2015,13.5
12/16/2015,13.9
12/17/2015,13.5
12/18/2015,12.7
12/19/2015,11.7
12/20/2015,10.6
12/21/2015,10.4
12/22/2015,10.5
12/23/2015,11.3
12/24/2015,51.2
12/25/2015,134
12/26/2015,86.5
12/27/2015,798
12/28/2015,1830
12/29/2015,2110
12/30/2015,1460
12/31/2015,795
1/1/2016,413
1/2/2016,213
1/3/2016,138
1/4/2016,95.9
1/5/2016,64.4
1/6/2016,45.1
1/7/2016,37.1
1/8/2016,33.3
1/9/2016,35.2
1/10/2016,268
1/11/2016,727
1/12/2016,440
1/13/2016,113
1/14/2016,86.2
1/15/2016,74.7
1/16/2016,443
1/17/2016,551
1/18/2016,193
1/19/2016,113
1/20/2016,88.3
1/21/2016,72.6
1/22/2016,56.6
1/23/2016,44.1
1/24/2016,36.2
1/25/2016,31.4
1/26/2016,36.9
1/27/2016,30.5
1/28/2016,24.6
1/29/2016,22.4
1/30/2016,21.3
1/31/2016,21.3
2/1/2016,20.7
2/2/2016,27.7
2/3/2016,171
2/4/2016,400
2/5/2016,176
2/6/2016,98.8
2/7/2016,75.3
2/8/2016,68.5
2/9/2016,64.8
2/10/2016,57.5
2/11/2016,37.8
2/12/2016,30.5
2/13/2016,22.2
2/14/2016,21.8
2/15/2016,20.6
2/16/2016,19.9
2/17/2016,19.9
2/18/2016,18.9
2/19/2016,17.9
2/20/2016,25.6
2/21/2016,30.5
2/22/2016,31.6
2/23/2016,25.1
2/24/2016,315
2/25/2016,1380
2/26/2016,1150
2/27/2016,636
2/28/2016,469
2/29/2016,317
3/1/2016,210
3/2/2016,481
3/3/2016,366
3/4/2016,183
3/5/2016,154
3/6/2016,220
3/7/2016,257
3/8/2016,197
3/9/2016,140
3/10/2016,418
3/11/2016,1140
3/12/2016,960
3/13/2016,516
3/14/2016,638
3/15/2016,1520
3/16/2016,1760
3/17/2016,960
3/18/2016,494
3/19/2016,260
3/20/2016,162
3/21/2016,119
3/22/2016,92.4
3/23/2016,78.9
3/24/2016,75.7
3/25/2016,269
3/26/2016,242
3/27/2016,138
3/28/2016,115
3/29/2016,134
3/30/2016,107
3/31/2016,163
4/1/2016,341
4/2/2016,257
4/3/2016,163
4/4/2016,119
4/5/2016,94.1
4/6/2016,74.2
4/7/2016,573
4/8/2016,1060
4/9/2016,870
4/10/2016,625
4/11/2016,881
4/12/2016,1160
4/13/2016,836
4/14/2016,375
4/15/2016,200
4/16/2016,133
4/17/2016,101
4/18/2016,84.7
4/19/2016,76.8
4/20/2016,64.3
4/21/2016,60.6
4/22/2016,56.6
4/23/2016,52.5
4/24/2016,47.9
4/25/2016,41.4
4/26/2016,65.2
4/27/2016,94.8
4/28/2016,117
4/29/2016,339
4/30/2016,243
5/1/2016,594
5/2/2016,1110
5/3/2016,1040
5/4/2016,612
5/5/2016,297
5/6/2016,239
5/7/2016,160
5/8/2016,154
5/9/2016,140
5/10/2016,98.1
5/11/2016,82.4
5/12/2016,87
5/13/2016,472
5/14/2016,585
5/15/2016,367
5/16/2016,193
5/17/2016,114
5/18/2016,86.3
5/19/2016,70.6
5/20/2016,58.8
5/21/2016,51.6
5/22/2016,45.9
5/23/2016,40.4
5/24/2016,37
5/25/2016,35.3
5/26/2016,28.6
5/27/2016,25.8
5/28/2016,24.5
5/29/2016,24.3
5/30/2016,22.9
5/31/2016,22.4
6/1/2016,22.8
6/2/2016,19.2
6/3/2016,16.4
6/4/2016,15.2
6/5/2016,17.5
6/6/2016,19.6
6/7/2016,20.3
6/8/2016,17.7
6/9/2016,14.9
6/10/2016,11.7
6/11/2016,10.5
6/12/2016,10.4
6/13/2016,8.5
6/14/2016,7.84
6/15/2016,7.69
6/16/2016,7.42
6/17/2016,7.32
6/18/2016,6.86
6/19/2016,6.93
6/20/2016,6.14
6/21/2016,5.1
6/22/2016,4.22
6/23/2016,9.43
6/24/2016,12.8
6/25/2016,18.8
6/26/2016,21.3
6/27/2016,62.1
6/28/2016,22.3
6/29/2016,13.3
6/30/2016,10.2
7/1/2016,9
7/2/2016,7.05
7/3/2016,6.28
7/4/2016,5.8
7/5/2016,5.41
7/6/2016,4.84
7/7/2016,4.6
7/8/2016,4.37
7/9/2016,3.9
7/10/2016,3.88
7/11/2016,3.43
7/12/2016,3.09
7/13/2016,2.89
7/14/2016,2.82
7/15/2016,2.46
7/16/2016,2.39
7/17/2016,2.36
7/18/2016,2.38
7/19/2016,2.18
7/20/2016,1.97
7/21/2016,1.87
7/22/2016,2.23
7/23/2016,2.47
7/24/2016,2.41
7/25/2016,2.31
7/26/2016,2.08
7/27/2016,1.76
7/28/2016,1.65
7/29/2016,1.74
7/30/2016,2.95
7/31/2016,2.11
8/1/2016,1.71
8/2/2016,5.52
8/3/2016,4.52
8/4/2016,3.05
8/5/2016,2.31
8/6/2016,1.95
8/7/2016,1.67
8/8/2016,1.61
8/9/2016,1.85
8/10/2016,2.39
8/11/2016,2.67
8/12/2016,2.96
8/13/2016,4.3
8/14/2016,49
8/15/2016,74.7
8/16/2016,41.7
8/17/2016,20.7
8/18/2016,12.5
8/19/2016,10.1
8/20/2016,7.24
8/21/2016,5.54
8/22/2016,4.4
8/23/2016,3.71
8/24/2016,2.9
8/25/2016,3.06
8/26/2016,2.29
8/27/2016,5.87
8/28/2016,6.23
8/29/2016,4.43
8/30/2016,4.16
8/31/2016,3.19
9/1/2016,2.55
9/2/2016,1.96
9/3/2016,1.78
9/4/2016,1.61
9/5/2016,1.43
9/6/2016,1.5
9/7/2016,1.86
9/8/2016,2.1
9/9/2016,2.43
9/10/2016,2.53
9/11/2016,2.51
9/12/2016,5.64
9/13/2016,12.8
9/14/2016,6.64
9/15/2016,3.99
9/16/2016,2.54
9/17/2016,4.16
9/18/2016,3.86
9/19/2016,2.36
9/20/2016,1.78
9/21/2016,2.85
9/22/2016,2.93
9/23/2016,2.26
9/24/2016,2.01
9/25/2016,1.86
9/26/2016,2.14
9/27/2016,2.22
9/28/2016,3.49
9/29/2016,4.31
9/30/2016,35.2
10/1/2016,64.1
10/2/2016,35.2
10/3/2016,26
10/4/2016,28.6
10/5/2016,17.4
10/6/2016,10.3
10/7/2016,6.47
10/8/2016,4.48
10/9/2016,3.645
10/10/2016,2.81
10/11/2016,2.36
10/12/2016,2.09
10/13/2016,3.78
10/14/2016,4.02
10/15/2016,3.65
10/16/2016,3.53
10/17/2016,4.17
10/18/2016,3.88
10/19/2016,4.38
10/20/2016,8.96
10/21/2016,41.5
10/22/2016,253
10/23/2016,161
10/24/2016,57.2
10/25/2016,27.5
10/26/2016,18.1
10/27/2016,13.4
10/28/2016,9.59
10/29/2016,7.75
10/30/2016,7.42
10/31/2016,6.92
11/1/2016,6.2
11/2/2016,6.03
11/3/2016,6.72
11/4/2016,6.17
11/5/2016,5.77
11/6/2016,5.35
11/7/2016,5.37
11/8/2016,4.91
11/9/2016,4.89
11/10/2016,4.1
11/11/2016,4.08
11/12/2016,4
11/13/2016,4.34
11/14/2016,4.43
11/15/2016,4.36
11/16/2016,4.16
11/17/2016,3.93
11/18/2016,3.9
11/19/2016,3.71
11/20/2016,3.75
11/21/2016,3.56
11/22/2016,3.39
11/23/2016,3.19
11/24/2016,3.64
11/25/2016,3.3
11/26/2016,2.78
11/27/2016,2.6
11/28/2016,2.61
11/29/2016,3.28
11/30/2016,4.35
12/1/2016,4.4
12/2/2016,6.35
12/3/2016,9.43
12/4/2016,9.51
12/5/2016,8.72
12/6/2016,8.92
12/7/2016,14.9
12/8/2016,67.4
12/9/2016,49.2
12/10/2016,29.1
12/11/2016,18.7
12/12/2016,13
12/13/2016,9.45
12/14/2016,7.02
12/15/2016,5.39
12/16/2016,4.45
12/17/2016,4.47
12/18/2016,5.04
12/19/2016,5.34
12/20/2016,5.15
12/21/2016,4.8
12/22/2016,4.6
12/23/2016,4.67
12/24/2016,7.17
12/25/2016,23.5
12/26/2016,79.2
12/27/2016,413
12/28/2016,475
12/29/2016,230
12/30/2016,112
12/31/2016,72.1
1/1/2017,50.6
1/2/2017,38.2
1/3/2017,64.7
1/4/2017,532
1/5/2017,525
1/6/2017,192
1/7/2017,57.4
1/8/2017,35.1
1/9/2017,31.2
1/10/2017,53.5
1/11/2017,155
1/12/2017,953
1/13/2017,1670
1/14/2017,1350
1/15/2017,658
1/16/2017,294
1/17/2017,507
1/18/2017,849
1/19/2017,608
1/20/2017,567
1/21/2017,794
1/22/2017,579
1/23/2017,703
1/24/2017,1330
1/25/2017,1210
1/26/2017,676
1/27/2017,357
1/28/2017,221
1/29/2017,143
1/30/2017,99.2
1/31/2017,75.5
2/1/2017,78.5
2/2/2017,74.9
2/3/2017,69.5
2/4/2017,63.1
2/5/2017,57.3
2/6/2017,53.6
2/7/2017,1080
2/8/2017,1490
2/9/2017,957
2/10/2017,395
2/11/2017,206
2/12/2017,258
2/13/2017,354
2/14/2017,220
2/15/2017,144
2/16/2017,103
2/17/2017,77.7
2/18/2017,64.7
2/19/2017,56
2/20/2017,47.3
2/21/2017,45.1
2/22/2017,42.2
2/23/2017,40.9
2/24/2017,36.8
2/25/2017,239
2/26/2017,269
2/27/2017,134
2/28/2017,81.6
3/1/2017,123
3/2/2017,245
3/3/2017,152
3/4/2017,94.8
3/5/2017,69.4
3/6/2017,57.8
3/7/2017,69.9
3/8/2017,291
3/9/2017,248
3/10/2017,133
3/11/2017,88.6
3/12/2017,64.4
3/13/2017,50.5
3/14/2017,43.7
3/15/2017,36
3/16/2017,31.3
3/17/2017,31.6
3/18/2017,33.4
3/19/2017,53.8
3/20/2017,79.1
3/21/2017,85.6
3/22/2017,76.1
3/23/2017,59.3
3/24/2017,46.9
3/25/2017,47.5
3/26/2017,44.4
3/27/2017,47.7
3/28/2017,59.8
3/29/2017,88.9
3/30/2017,104
3/31/2017,90.9
4/1/2017,130
4/2/2017,124
4/3/2017,89.1
4/4/2017,106
4/5/2017,135
4/6/2017,450
4/7/2017,997
4/8/2017,1280
4/9/2017,807
4/10/2017,320
4/11/2017,177
4/12/2017,113
4/13/2017,82.5
4/14/2017,65.1
4/15/2017,51.3
4/16/2017,43.8
4/17/2017,38.7
4/18/2017,32.8
4/19/2017,32.2
4/20/2017,118
4/21/2017,358
4/22/2017,253
4/23/2017,115
4/24/2017,68.3
4/25/2017,50.9
4/26/2017,41.5
4/27/2017,37.3
4/28/2017,33.6
4/29/2017,42.6
4/30/2017,393
5/1/2017,571
5/2/2017,486
5/3/2017,249
5/4/2017,277
5/5/2017,1460
5/6/2017,2280
5/7/2017,1350
5/8/2017,673
5/9/2017,309
5/10/2017,174
5/11/2017,1140
5/12/2017,1420
5/13/2017,870
5/14/2017,391
5/15/2017,196
5/16/2017,124
5/17/2017,85.9
5/18/2017,67.6
5/19/2017,61.8
5/20/2017,57.4
5/21/2017,74.3
5/22/2017,170
5/23/2017,435
5/24/2017,218
5/25/2017,114
5/26/2017,89.4
5/27/2017,102
5/28/2017,184
5/29/2017,1120
5/30/2017,996
5/31/2017,543
6/1/2017,198
6/2/2017,107
6/3/2017,76.2
6/4/2017,62.3
6/5/2017,63.8
6/6/2017,95.5
6/7/2017,70.3
6/8/2017,50.2
6/9/2017,40.9
6/10/2017,33.7
6/11/2017,27.7
6/12/2017,24.1
6/13/2017,21.8
6/14/2017,86.8
6/15/2017,76.5
6/16/2017,50.4
6/17/2017,36.4
6/18/2017,28.4
6/19/2017,24.9
6/20/2017,25.4
6/21/2017,23.2
6/22/2017,19.8
6/23/2017,18.5
6/24/2017,18.4
6/25/2017,17.4
6/26/2017,17.9
6/27/2017,17.2
6/28/2017,17
6/29/2017,16.5
6/30/2017,31
7/1/2017,170
7/2/2017,253
7/3/2017,120
7/4/2017,83.8
7/5/2017,49.8
7/6/2017,39.8
7/7/2017,41.9
7/8/2017,40.6
7/9/2017,51.5
7/10/2017,255
7/11/2017,792
7/12/2017,1240
7/13/2017,2640
7/14/2017,2320
7/15/2017,1320
7/16/2017,654
7/17/2017,266
7/18/2017,131
7/19/2017,89.2
7/20/2017,62.5
7/21/2017,45.1
7/22/2017,36.3
7/23/2017,35.4
7/24/2017,58
7/25/2017,48
7/26/2017,35.2
7/27/2017,27.7
7/28/2017,30.9
7/29/2017,29.9
7/30/2017,25.1
7/31/2017,20.4
8/1/2017,18.1
8/2/2017,17.7
8/3/2017,16.3
8/4/2017,27.8
8/5/2017,14.3
8/6/2017,11.6
8/7/2017,11.7
8/8/2017,9.85
8/9/2017,9.03
8/10/2017,8.02
8/11/2017,7.51
8/12/2017,7.27
8/13/2017,6.79
8/14/2017,6.34
8/15/2017,6.09
8/16/2017,5.75
8/17/2017,6.33
8/18/2017,6.13
8/19/2017,5.56
8/20/2017,5.57
8/21/2017,5.89
8/22/2017,5.63
8/23/2017,5.58
8/24/2017,4.76
8/25/2017,4.59
8/26/2017,4.13
8/27/2017,3.9
8/28/2017,3.96
8/29/2017,4.37
8/30/2017,4.38
8/31/2017,4.5
9/1/2017,4.6
9/2/2017,4.68
9/3/2017,4.54
9/4/2017,4.53
9/5/2017,11.4
9/6/2017,44.8
9/7/2017,38.5
9/8/2017,23.8
9/9/2017,16.2
9/10/2017,12
9/11/2017,10
9/12/2017,7.98
9/13/2017,6.49
9/14/2017,6.03
9/15/2017,4.91
9/16/2017,4.53
9/17/2017,4.51
9/18/2017,4.45
9/19/2017,4.41
9/20/2017,4.38
9/21/2017,4.31
9/22/2017,4.36
9/23/2017,3.91
9/24/2017,4.05
9/25/2017,4.05
9/26/2017,4.06
9/27/2017,4.1
9/28/2017,3.92
9/29/2017,3.78
9/30/2017,3.61
10/1/2017,3.65
10/2/2017,3.55
10/3/2017,3.48
10/4/2017,3.45
10/5/2017,3.43
10/6/2017,3.57
10/7/2017,4.14
10/8/2017,4.74
10/9/2017,11.8
10/10/2017,72
10/11/2017,53.6
10/12/2017,28.2
10/13/2017,20.9
10/14/2017,16.6
10/15/2017,12.3
10/16/2017,8.21
10/17/2017,6.17
10/18/2017,5.12
10/19/2017,4.09
10/20/2017,3.29
10/21/2017,2.96
10/22/2017,2.49
10/23/2017,2.46
10/24/2017,4.4
10/25/2017,3.98
10/26/2017,6.89
10/27/2017,10.1
10/28/2017,11.8
10/29/2017,12.8
10/30/2017,19.4
10/31/2017,20.2
11/1/2017,15.8
11/2/2017,42.2
11/3/2017,213
11/4/2017,136
11/5/2017,146
11/6/2017,683
11/7/2017,727
11/8/2017,502
11/9/2017,177
11/10/2017,84.4
11/11/2017,55.9
11/12/2017,40.6
11/13/2017,32
11/14/2017,26.5
11/15/2017,23.6
11/16/2017,22.2
11/17/2017,20.6
11/18/2017,844
11/19/2017,2460
11/20/2017,1970
11/21/2017,1110
11/22/2017,623
11/23/2017,330
11/24/2017,196
11/25/2017,143
11/26/2017,109
11/27/2017,82
11/28/2017,79.5
11/29/2017,61.7
11/30/2017,56
12/1/2017,47.3
12/2/2017,40.4
12/3/2017,33.3
12/4/2017,30.3
12/5/2017,27.8
12/6/2017,25.2
12/7/2017,23
12/8/2017,21.1
12/9/2017,20.5
12/10/2017,19.2
12/11/2017,17.8
12/12/2017,17
12/13/2017,15.9
12/14/2017,16.7
12/15/2017,17.7
12/16/2017,16
12/17/2017,14.8
12/18/2017,14.5
12/19/2017,15.2
12/20/2017,20.6
12/21/2017,26.4
12/22/2017,24.2
12/23/2017,27.8
12/24/2017,106
12/25/2017,106
12/26/2017,63.8
12/27/2017,46.8
12/28/2017,38.8
12/29/2017,34.1
12/30/2017,31.7
12/31/2017,30.6
1/1/2018,29.9
1/2/2018,29.6
1/3/2018,29.3
1/4/2018,29
1/5/2018,28.7
1/6/2018,24.8
1/7/2018,25.9
1/8/2018,26.8
1/9/2018,25.4
1/10/2018,34.7
1/11/2018,454
1/12/2018,1590
1/13/2018,1730
1/14/2018,917
1/15/2018,407
1/16/2018,146
1/17/2018,89.3
1/18/2018,75
1/19/2018,63.6
1/20/2018,57.1
1/21/2018,63.8
1/22/2018,526
1/23/2018,1270
1/24/2018,1020
1/25/2018,472
1/26/2018,222
1/27/2018,192
1/28/2018,367
1/29/2018,257
1/30/2018,162
1/31/2018,109
2/1/2018,89
2/2/2018,75.3
2/3/2018,64.9
2/4/2018,57.6
2/5/2018,51.4
2/6/2018,46.1
2/7/2018,42.6
2/8/2018,39.6
2/9/2018,38.1
2/10/2018,36.2
2/11/2018,35.8
2/12/2018,34.2
2/13/2018,32.2
2/14/2018,28.4
2/15/2018,269
2/16/2018,1240
2/17/2018,1900
2/18/2018,1360
2/19/2018,1150
2/20/2018,1540
2/21/2018,1200
2/22/2018,1100
2/23/2018,1070
2/24/2018,831
2/25/2018,1320
2/26/2018,1170
2/27/2018,588
2/28/2018,298
3/1/2018,511
3/2/2018,1350
3/3/2018,1380
3/4/2018,777
3/5/2018,393
3/6/2018,246
3/7/2018,188
3/8/2018,147
3/9/2018,110
3/10/2018,92.1
3/11/2018,79.8
3/12/2018,72.2
3/13/2018,65.6
3/14/2018,64.6
3/15/2018,61.5
3/16/2018,55.4
3/17/2018,52.3
3/18/2018,48.4
3/19/2018,44.9
3/20/2018,43.4
3/21/2018,49.8
3/22/2018,48.7
3/23/2018,45.4
3/24/2018,52.6
3/25/2018,57.9
3/26/2018,54.6
3/27/2018,58.7
3/28/2018,106
3/29/2018,287
3/30/2018,1010
3/31/2018,935
4/1/2018,398
4/2/2018,191
4/3/2018,472
4/4/2018,1420
4/5/2018,1280
4/6/2018,630
4/7/2018,296
4/8/2018,180
4/9/2018,138
4/10/2018,107
4/11/2018,88.6
4/12/2018,76.4
4/13/2018,71.6
4/14/2018,64.9
4/15/2018,526
4/16/2018,1110
4/17/2018,851
4/18/2018,332
4/19/2018,180
4/20/2018,131
4/21/2018,95.9
4/22/2018,82.1
4/23/2018,74.7
4/24/2018,93.8
4/25/2018,129
4/26/2018,151
4/27/2018,103
4/28/2018,84.1
4/29/2018,70.9
4/30/2018,60.9
5/1/2018,57.9
5/2/2018,49
5/3/2018,83.3
5/4/2018,110
5/5/2018,88.7
5/6/2018,62.7
5/7/2018,54.2
5/8/2018,46.9
5/9/2018,35.4
5/10/2018,46.5
5/11/2018,51.7
5/12/2018,44
5/13/2018,37.7
5/14/2018,46.1
5/15/2018,58.5
5/16/2018,52.7
5/17/2018,38.4
5/18/2018,35.8
5/19/2018,33.3
5/20/2018,96.2
5/21/2018,51.2
5/22/2018,113
5/23/2018,472
5/24/2018,396
5/25/2018,120
5/26/2018,111
5/27/2018,133
5/28/2018,72.2
5/29/2018,50.5
5/30/2018,40.3
5/31/2018,53.9
6/1/2018,114
6/2/2018,67
6/3/2018,38.4
6/4/2018,29.5
6/5/2018,26.3
6/6/2018,24.2
6/7/2018,21.3
6/8/2018,20
6/9/2018,57.7
6/10/2018,1200
6/11/2018,1820
6/12/2018,1740
6/13/2018,1050
6/14/2018,543
6/15/2018,195
6/16/2018,95.1
6/17/2018,65.6
6/18/2018,47.9
6/19/2018,42.5
6/20/2018,35.5
6/21/2018,30.8
6/22/2018,39.8
6/23/2018,59.4
6/24/2018,39.1
6/25/2018,26.1
6/26/2018,21.7
6/27/2018,27.6
6/28/2018,30
6/29/2018,26.9
6/30/2018,20.4
7/1/2018,15.2
7/2/2018,12.7
7/3/2018,17.4
7/4/2018,32.8
7/5/2018,72.3
7/6/2018,105
7/7/2018,29.9
7/8/2018,16.3
7/9/2018,12.4
7/10/2018,10.3
7/11/2018,8.95
7/12/2018,8.07
7/13/2018,10.8
7/14/2018,8.39
7/15/2018,7.13
7/16/2018,6.56
7/17/2018,5.97
7/18/2018,5.69
7/19/2018,5.31
7/20/2018,5.57
7/21/2018,6.23
7/22/2018,6.02
7/23/2018,5.91
7/24/2018,6.13
7/25/2018,8.98
7/26/2018,8.91
7/27/2018,7.92
7/28/2018,6.42
7/29/2018,5.77
7/30/2018,4.98
7/31/2018,4.74
8/1/2018,4.56
8/2/2018,4.19
8/3/2018,3.88
8/4/2018,3.67
8/5/2018,3.81
8/6/2018,3.69
8/7/2018,5.36
8/8/2018,4.37
8/9/2018,5.28
8/10/2018,4.5
8/11/2018,10.3
8/12/2018,13.2
8/13/2018,7.04
8/14/2018,4.93
8/15/2018,3.85
8/16/2018,4.51
8/17/2018,5.61
8/18/2018,5.39
8/19/2018,8.8
8/20/2018,11.3
8/21/2018,10.5
8/22/2018,156
8/23/2018,117
8/24/2018,35.3
8/25/2018,17
