"Date","MaxAirTemp","MinAirTemp","AvgSoilTemp2","MinSoilTemp2","AvgSoilTemp4","approx_avg","approx_min"
2011-06-05,89.4,69,80.5,68.3,78.2,80.5,68.3
2011-06-06,89.9,59.9,75.9,62.7,74.4,75.9,62.7
2011-06-07,97.2,71.7,79.5,70.6,77,79.5,70.6
2011-06-08,97.9,74,80.3,72.7,78.4,80.3,72.7
2011-06-09,82.5,66.7,76.9,72.9,76,76.9,72.9
2011-06-10,84.5,58.9,72.1,65.6,71.9,72.1,65.6
2011-06-11,83.7,64,72.4,67.2,71.5,72.4,67.2
2011-06-12,72.6,55.5,71.9,63.7,71,71.9,63.7
2011-06-13,78.6,55.5,73.3,62.6,72,73.3,62.6
2011-06-14,76.3,52.6,72.9,61.7,72,72.9,61.7
2011-06-15,72.6,51.6,67.1,61,67.9,67.1,61
2011-06-16,76.5,57.8,66.8,61.6,66.7,66.8,61.6
2011-06-17,85.2,58.6,72.8,61.4,70.6,72.8,61.4
2011-06-18,83.6,64.2,75.4,67,73.5,75.4,67
2011-06-19,81.6,64.9,73.3,68.3,72.7,73.3,68.3
2011-06-20,76.6,62.8,69.9,65.4,69.6,69.9,65.4
2011-06-21,92.8,68,75.8,66.8,73.5,75.8,66.8
2011-06-22,85.5,67.1,76.4,70.4,75.2,76.4,70.4
2011-06-23,74.6,66.2,69.3,67.1,70,69.3,67.1
2011-06-24,69.5,61.8,66.1,63.8,66.8,66.1,63.8
2011-06-25,79.8,59.5,69.8,60.7,68.5,69.8,60.7
2011-06-26,82.5,60.9,74.8,64.3,72.5,74.8,64.3
2011-06-27,86,57.5,74.4,64.1,73,74.4,64.1
2011-06-28,82.2,61.8,76.5,69.5,75.1,76.5,69.5
2011-06-29,82.8,55.3,74.5,62.7,73.4,74.5,62.7
2011-06-30,88.3,55.9,76.8,64,75.2,76.8,64
2011-07-01,90.6,61.1,79.7,67.5,77.7,79.7,67.5
2011-07-02,95.1,70.3,80.4,73.7,78.6,80.4,73.7
2011-07-03,90.8,68.5,83.1,72.5,80.7,83.1,72.5
2011-07-04,90.1,68.6,82.3,73.7,80.7,82.3,73.7
2011-07-05,91.1,60.6,81.4,69.2,79.8,81.4,69.2
2011-07-06,91.6,66.4,80.7,72.8,79.6,80.7,72.8
2011-07-07,88.3,66.3,79.4,71.5,78.5,79.4,71.5
2011-07-08,88.1,66.5,80.9,72.4,79.2,80.9,72.4
2011-07-09,91.4,59.5,79.8,68.7,78.5,79.8,68.7
2011-07-10,93.3,65.2,81.7,71.6,80.1,81.7,71.6
2011-07-11,87.6,69,76.7,73.9,77,76.7,73.9
2011-07-12,90.2,69.7,79.4,70.8,77.7,79.4,70.8
2011-07-13,82.7,65.1,80.9,71.1,79.4,80.9,71.1
2011-07-14,83.7,55,77.3,65.8,76.7,77.3,65.8
2011-07-15,86.4,58.5,79.5,67.1,77.7,79.5,67.1
2011-07-16,89.9,65.4,82.4,70.9,80.2,82.4,70.9
2011-07-17,93,70.6,85,74.4,82.7,85,74.4
2011-07-18,95.6,73,82.1,77,81.5,82.1,77
2011-07-19,93.2,75.3,82.6,75.8,80.8,82.6,75.8
2011-07-20,92.8,71.5,83.2,74.2,81.7,83.2,74.2
2011-07-21,96.5,75.3,86.2,76.7,84.1,86.2,76.7
2011-07-22,93.8,74.2,83.4,78,83,83.4,78
2011-07-23,92.6,73.7,81.8,75.9,80.8,81.8,75.9
2011-07-24,90,71.9,79.9,74.5,79.5,79.9,74.5
2011-07-25,87.8,70,80.3,74.5,79.5,80.3,74.5
2011-07-26,86.9,62.9,79.3,69.8,78.8,79.3,69.8
2011-07-27,85.9,60.2,78,69,77.9,78,69
2011-07-28,92.7,76.2,82.4,76.4,80.8,82.4,76.4
2011-07-29,83.5,71.9,79.5,76.2,79.3,79.5,76.2
2011-07-30,90.4,64.8,81.1,71.5,79.8,81.1,71.5
2011-07-31,92.5,64.1,81.8,72.5,80.9,81.8,72.5
2011-08-01,88.8,66.3,79.6,74,79.6,79.6,74
2011-08-02,88.4,70.1,79.5,74.3,78.7,79.5,74.3
2011-08-03,84,71.6,77.9,74.8,77.8,77.9,74.8
2011-08-04,85,64.7,78.2,69.7,77.3,78.2,69.7
2011-08-05,88.7,63.5,79.6,69.9,78.4,79.6,69.9
2011-08-06,85.8,67.3,79.1,73.1,78.5,79.1,73.1
2011-08-07,85.7,69.6,79.4,74.6,78.8,79.4,74.6
2011-08-08,85,66.5,78.9,71.7,78.1,78.9,71.7
2011-08-09,83.4,64.2,76.3,70.9,76.7,76.3,70.9
2011-08-10,76.9,56.7,71.9,66.5,72.9,71.9,66.5
2011-08-11,79.7,49.9,71.3,61,71.6,71.3,61
2011-08-12,81.1,55,73.8,63.9,73.5,73.8,63.9
2011-08-13,85.2,61.2,76.5,67.9,75.5,76.5,67.9
2011-08-14,72.3,59.9,71,68,72.2,71,68
2011-08-15,80.9,59.3,71.8,64,71.6,71.8,64
2011-08-16,81.5,52.8,72.6,62.9,72.3,72.6,62.9
2011-08-17,83,55.5,73.2,64.7,73,73.2,64.7
2011-08-18,86,60.7,74.5,67,74,74.5,67
2011-08-19,85.3,59.6,74.7,66.9,74.2,74.7,66.9
2011-08-20,81.7,60.9,73,67.2,73.1,73,67.2
2011-08-21,79.7,61.9,72.3,67.1,72.5,72.3,67.1
2011-08-22,78.4,49.6,69.1,60.6,69.6,69.1,60.6
2011-08-23,81.2,49.8,70.6,61.5,70.6,70.6,61.5
2011-08-24,88,64.5,73.4,67.3,72.5,73.4,67.3
2011-08-25,80.2,61.7,72.6,66.7,72.6,72.6,66.7
2011-08-26,82.4,56.2,72,64.1,71.9,72,64.1
2011-08-27,84.2,55.6,74.4,63.2,73.4,74.4,63.2
2011-08-28,79.5,56.2,73.1,64.3,73.1,73.1,64.3
2011-08-29,78.9,51.6,73.4,62.4,72.9,73.4,62.4
2011-08-30,77.8,50.9,72,61.6,72,72,61.6
2011-08-31,84.4,58.1,74.2,65.3,73.1,74.2,65.3
2011-09-01,90.6,70,77.8,71,75.4,77.8,71
2011-09-02,92.1,68.8,78.5,72.4,76.6,78.5,72.4
2011-09-03,91.9,67.7,78.7,71.4,76.9,78.7,71.4
2011-09-04,76.5,60.3,73.4,67.3,74.4,73.4,67.3
2011-09-05,62.8,52.7,65.3,61.3,68.1,65.3,61.3
2011-09-06,67.6,49.8,64.4,58.4,65.7,64.4,58.4
2011-09-07,61,55.9,62.7,61.1,64.7,62.7,61.1
2011-09-08,72.3,59,64.5,61.3,64.7,64.5,61.3
2011-09-09,78.9,59.7,69.5,63.1,68,69.5,63.1
2011-09-10,73.9,56.5,68,62.7,68.1,68,62.7
2011-09-11,77.9,59.1,69.1,63.6,68.7,69.1,63.6
2011-09-12,80.5,58.1,69.2,62.1,68.9,69.2,62.1
2011-09-13,81.8,59.9,70.1,64.2,69.6,70.1,64.2
2011-09-14,70.8,52.7,66,60.8,67.3,66,60.8
2011-09-15,61.6,41.8,61.9,54.4,63.9,61.9,54.4
2011-09-16,60.7,37.2,57.7,50.9,60.2,57.7,50.9
2011-09-17,67.3,48.5,61.3,55.6,61.6,61.3,55.6
2011-09-18,74.3,43.9,62.4,53,62.2,62.4,53
2011-09-19,68.9,61.6,64.5,62.3,64.5,64.5,62.3
2011-09-20,75.3,53.9,65.6,60.3,65,65.6,60.3
2011-09-21,77.9,58.2,66.2,61.7,65.7,66.2,61.7
2011-09-22,72.9,48.8,63.2,57.2,64.1,63.2,57.2
2011-09-23,64,51.8,60.4,58.2,61.9,60.4,58.2
2011-09-24,67.7,44.6,58.9,53.5,60.2,58.9,53.5
2011-09-25,77.6,53.2,62.3,56,61.8,62.3,56
2011-09-26,68.8,52,63.1,57.7,63.4,63.1,57.7
2011-09-27,66,49.5,57.6,53.9,59.4,57.6,53.9
2011-09-28,63.1,52.6,58.4,55.4,59.3,58.4,55.4
2011-09-29,70.1,51.9,58.7,56.2,59.4,58.7,56.2
2011-09-30,56.5,41.6,55.1,51,57.3,55.1,51
2011-10-01,55.5,38.9,50.7,47,53.3,50.7,47
2011-10-02,63.1,34.7,50.4,42.8,52,50.4,42.8
2011-10-03,70.1,44.2,55.1,49.1,55.2,55.1,49.1
2011-10-04,76.3,47.1,58.6,53.9,58.3,58.6,53.9
2011-10-05,81.8,45.7,58.7,52.6,58.7,58.7,52.6
2011-10-06,82.8,45.3,60,53.4,59.8,60,53.4
2011-10-07,81.1,47.5,61.3,55,61,61.3,55
2011-10-08,83.5,51,62.1,56.3,61.8,62.1,56.3
2011-10-09,80.7,47.5,62.1,56.2,62,62.1,56.2
2011-10-10,80.5,49.8,62,57.1,61.9,62,57.1
2011-10-11,79.1,46.8,61,55.7,61.3,61,55.7
2011-10-12,63.5,51.5,60.2,58.2,60.8,60.2,58.2
2011-10-13,67.2,49.2,60,57.4,60.2,60,57.4
2011-10-14,62.2,48.7,57.3,54,58.9,57.3,54
2011-10-15,62.2,47.1,52.5,50.5,54.8,52.5,50.5
2011-10-16,59.7,44.6,52.1,49.8,53.6,52.1,49.8
2011-10-17,64,40.6,49.6,46.3,51.7,49.6,46.3
2011-10-18,51.7,45.5,50.8,49.5,52.1,50.8,49.5
2011-10-19,54.1,45.9,51.4,50.3,52.3,51.4,50.3
2011-10-20,49.2,44.5,49.2,47,50.9,49.2,47
2011-10-21,49.2,41.2,47.9,46.2,49.2,47.9,46.2
2011-10-22,58.5,31.3,46.2,40.6,48.1,46.2,40.6
2011-10-23,65.2,40.3,47.7,42.1,48.7,47.7,42.1
2011-10-24,62.3,42.5,50.8,46.5,51.3,50.8,46.5
2011-10-25,68.7,39.2,48.3,42.8,49.4,48.3,42.8
2011-10-26,66.6,47.5,54.2,51.1,53.7,54.2,51.1
2011-10-27,50.5,35.5,49.6,44.1,51.4,49.6,44.1
2011-10-28,51.9,30.7,44.4,39.5,46.8,44.4,39.5
2011-10-29,53.2,31.5,43.1,39,45.4,43.1,39
2011-10-30,52.8,28.3,41.9,37.5,43.9,41.9,37.5
2011-10-31,52.9,38,44.5,41.5,45.8,44.5,41.5
2011-11-01,61.5,33.4,43.8,38.1,45,43.8,38.1
2011-11-02,66.3,43.6,46.4,41.7,46.9,46.4,41.7
2011-11-03,56.1,45,48,45.4,48.5,48,45.4
2011-11-04,52.8,29.2,45.8,40.3,47.5,45.8,40.3
2011-11-05,57.1,26.3,41.3,36.4,43.6,41.3,36.4
2011-11-06,63.1,38.4,43.4,37.9,44.3,43.4,37.9
2011-11-07,57.8,52.2,50,47,49.3,50,47
2011-11-08,70.1,52.2,53.4,50.8,52.4,53.4,50.8
2011-11-09,64.7,41.1,52.2,45.4,52.8,52.2,45.4
2011-11-10,44.8,32.5,42.2,37.9,45.7,42.2,37.9
2011-11-11,43.9,32.6,39.7,37.6,42.4,39.7,37.6
2011-11-12,60.6,35.3,42,37,43,42,37
2011-11-13,63.3,51.4,48.8,44.6,48,48.8,44.6
2011-11-14,68.3,47.3,53.6,51.2,52.5,53.6,51.2
2011-11-15,57.4,46.7,50.8,48.7,51.2,50.8,48.7
2011-11-16,51.4,35.4,47.5,41.1,49.1,47.5,41.1
2011-11-17,38.7,25.1,38.3,35.3,42,38.3,35.3
2011-11-18,47.3,23.4,34.9,32.9,38.1,34.9,32.9
2011-11-19,55.7,41,40.5,36.7,41,40.5,36.7
2011-11-20,58.6,41.6,47.8,44.1,47.2,47.8,44.1
2011-11-21,43.7,39.1,44,42.5,45.2,44,42.5
2011-11-22,45.5,38.9,42.8,41.2,44,42.8,41.2
2011-11-23,50.5,36.9,43.7,40.8,44.6,43.7,40.8
2011-11-24,46,36.9,41.4,38.9,42.8,41.4,38.9
2011-11-25,60.1,39.3,43,39.1,43.4,43,39.1
2011-11-26,64.4,44.8,46.8,42.5,46.3,46.8,42.5
2011-11-27,59,40.9,50.6,47.1,50.1,50.6,47.1
2011-11-28,40.9,36.5,44,42.6,45.7,44,42.6
2011-11-29,42.2,33.8,43.1,40.8,44.4,43.1,40.8
2011-11-30,39.8,30.3,38.7,35.9,41,38.7,35.9
2011-12-01,41.3,25.8,36,35.1,38.2,36,35.1
2011-12-02,37.5,29.5,36.2,34.8,37.8,36.2,34.8
2011-12-03,49,29,37.9,34.7,38.8,37.9,34.7
2011-12-04,50.7,42.2,42.9,38.9,42.7,42.9,38.9
2011-12-05,45.7,32.6,43.3,39.1,44,43.3,39.1
2011-12-06,35.7,32,38.1,36.7,40,38.1,36.7
2011-12-07,34.8,29.5,35.7,34.7,37.8,35.7,34.7
2011-12-08,34.4,26.7,33.9,33.6,36.1,33.9,33.6
2011-12-09,34.2,19.1,33.9,33.8,35.6,33.9,33.8
2011-12-10,25.6,12.8,33.7,33.3,35.4,33.7,33.3
2011-12-11,34.9,13.2,33,32.7,34.6,33,32.7
2011-12-12,41.1,17.8,32.8,32.5,34.3,32.8,32.5
2011-12-13,40.8,24.9,32.8,32.6,34.2,32.8,32.6
2011-12-14,54.9,37.8,38.5,32.9,37.5,38.5,32.9
2011-12-15,59,35.7,47.3,40,45.9,47.3,40
2011-12-16,36.1,27.9,36.5,34.9,38.8,36.5,34.9
2011-12-17,33.4,28.9,34.9,34.2,36.6,34.9,34.2
2011-12-18,38.9,31,35,33.9,36.3,35,33.9
2011-12-19,50.1,36.1,38.4,34,38.3,38.4,34
2011-12-20,43.9,32.1,37.9,35.7,38.9,37.9,35.7
2011-12-21,58.8,39.9,43.5,38.6,42.4,43.5,38.6
2011-12-22,43.9,38.5,41.9,40.2,42.4,41.9,40.2
2011-12-23,38.6,29.3,37.8,35,39.5,37.8,35
2011-12-24,38.4,26.6,34.6,33.8,36.5,34.6,33.8
2011-12-25,44.8,31.3,34.9,33.3,36.1,34.9,33.3
2011-12-26,45.4,31.7,36.5,34.4,37.4,36.5,34.4
2011-12-27,36.8,31.4,35,34.2,36.3,35,34.2
2011-12-28,34.2,25.3,33.4,32.8,35.1,33.4,32.8
2011-12-29,43.8,26.9,33.6,32.7,34.7,33.6,32.7
2011-12-30,49.3,34.5,38.2,34.2,37.9,38.2,34.2
2011-12-31,43.9,38.5,40.3,39.1,40.4,40.3,39.1
2012-01-01,50.1,30.3,38.4,34.9,39.4,38.4,34.9
2012-01-02,31.2,22.2,33.9,33.6,35.8,33.9,33.6
2012-01-03,24.5,11.8,32.8,32.2,34.5,32.8,32.2
2012-01-04,34.5,17,31.8,31.5,33.4,31.8,31.5
2012-01-05,43.1,23.5,32,31.7,33.3,32,31.7
2012-01-06,53.4,36.7,34.5,32.1,34.8,34.5,32.1
2012-01-07,46.3,33.7,36.1,33.5,36.4,36.1,33.5
2012-01-08,40,25.9,34.4,33.2,35.7,34.4,33.2
2012-01-09,42.2,24.2,33.7,32.8,34.9,33.7,32.8
2012-01-10,47.7,25.9,33.8,32.4,34.8,33.8,32.4
2012-01-11,45.7,29.7,34.9,33,35.5,34.9,33
2012-01-12,41.6,20.5,37.6,33.9,37.9,37.6,33.9
2012-01-13,20.4,17.6,31.4,29.6,33.8,31.4,29.6
2012-01-14,20.8,13.6,29.9,29.3,32.3,29.9,29.3
2012-01-15,24.6,15.5,29.6,28.7,31.9,29.6,28.7
2012-01-16,46.3,21.2,29.6,28.2,31.5,29.6,28.2
2012-01-17,56.2,30.6,36.8,31.4,35.2,36.8,31.4
2012-01-18,30.7,21.7,33.6,32.8,35,33.6,32.8
2012-01-19,30.1,5,32.4,32.2,33.7,32.4,32.2
2012-01-20,18.9,1,31.7,31.5,33,31.7,31.5
2012-01-21,26.4,11.9,31.7,31.6,32.8,31.7,31.6
2012-01-22,39.7,11.2,31.8,31.7,32.8,31.8,31.7
2012-01-23,53.8,33.8,32.8,31.8,33.3,32.8,31.8
2012-01-24,34.2,28,32.9,32.7,33.7,32.9,32.7
2012-01-25,32.6,24.1,32.7,32.6,33.6,32.7,32.6
2012-01-26,35.2,30.8,32.7,32.5,33.5,32.7,32.5
2012-01-27,41.1,32.2,33.9,32.6,34.3,33.9,32.6
2012-01-28,35.6,29.8,33.2,32.7,34.1,33.2,32.7
2012-01-29,36.8,23.6,32.3,32.1,33.3,32.3,32.1
2012-01-30,45.6,18.5,31.5,31.1,32.7,31.5,31.1
2012-01-31,58.5,40.3,35.7,31.7,34.9,35.7,31.7
2012-02-01,53,36.5,43.4,39.9,42,43.4,39.9
2012-02-02,43.9,31.3,38.3,35.3,39,38.3,35.3
2012-02-03,49.5,25.2,36.5,33.3,37.1,36.5,33.3
2012-02-04,37.1,32.1,34.7,33.7,35.8,34.7,33.7
2012-02-05,41.1,22.8,34.7,32.9,35.4,34.7,32.9
2012-02-06,45.9,24.5,34.8,32.8,35.5,34.8,32.8
2012-02-07,37.6,30,34.4,33.4,35.3,34.4,33.4
2012-02-08,35.3,25.4,34.3,33,35,34.3,33
2012-02-09,34.6,20.5,32.2,31.8,33.6,32.2,31.8
2012-02-10,33.6,24.1,31.8,31.6,33,31.8,31.6
2012-02-11,32,10.9,32.1,31.9,33,32.1,31.9
2012-02-12,29.4,16.9,32.2,32.1,33.1,32.2,32.1
2012-02-13,34.2,17.7,32.2,32.2,33.1,32.2,32.2
2012-02-14,36.4,29.3,32.3,32.3,33.1,32.3,32.3
2012-02-15,41.1,32.5,32.3,32.3,33.1,32.3,32.3
2012-02-16,44.9,31.7,35.9,32.3,35.5,35.9,32.3
2012-02-17,43.8,28.6,35.4,33,35.7,35.4,33
2012-02-18,41.3,23.8,35.3,33.1,35.7,35.3,33.1
2012-02-19,35.9,19,32.5,32.1,33.8,32.5,32.1
2012-02-20,39.9,17.2,32.6,31.5,33.4,32.6,31.5
2012-02-21,45,26.3,34.2,32.4,34.3,34.2,32.4
2012-02-22,51.6,34.5,38.2,34.2,37.5,38.2,34.2
2012-02-23,42.2,31.2,37.7,34.2,37.7,37.7,34.2
2012-02-24,43.8,30.4,37.1,34.5,37.6,37.1,34.5
2012-02-25,33.4,26.6,33.8,33.3,35,33.8,33.3
2012-02-26,44.4,20.8,34.1,32.4,34.7,34.1,32.4
2012-02-27,47.9,27.8,36,33.2,36.1,36,33.2
2012-02-28,44.8,18.7,35.1,32.2,35.4,35.1,32.2
2012-02-29,66.9,35,40.8,35.5,39.3,40.8,35.5
2012-03-01,47.3,32.5,38.8,36.1,39.4,38.8,36.1
2012-03-02,56.8,30.9,37.2,33.9,37.4,37.2,33.9
2012-03-03,39.2,30.9,36.4,34,37.5,36.4,34
2012-03-04,36,29.4,34.2,33.3,35.1,34.2,33.3
2012-03-05,31.8,24.3,34.5,33.3,35.2,34.5,33.3
2012-03-06,60.4,27.5,37.2,32.8,36.7,37.2,32.8
2012-03-07,67.1,44.6,43.1,37,41.5,43.1,37
2012-03-08,60.8,30,45.9,37.6,45.3,45.9,37.6
2012-03-09,39.3,26.4,37.3,34.4,38.6,37.3,34.4
2012-03-10,50.5,20.2,35.6,32.4,36.5,35.6,32.4
2012-03-11,67.4,31.8,40.5,33.4,39.6,40.5,33.4
2012-03-12,63.6,49.2,47.8,41.8,45.7,47.8,41.8
2012-03-13,70,47.4,52.1,46.7,50.3,52.1,46.7
2012-03-14,79.2,40.9,50.1,41,48.7,50.1,41
2012-03-15,75.9,57.9,56.5,51.7,53.9,56.5,51.7
2012-03-16,75.6,59.1,59.5,55.2,57.1,59.5,55.2
2012-03-17,77.5,52.5,58.6,51.4,56.9,58.6,51.4
2012-03-18,71.5,53.6,58.4,54.3,57.1,58.4,54.3
2012-03-19,81.2,53.9,59.8,52.7,57.8,59.8,52.7
2012-03-20,82.1,60.1,62,56.6,60.2,62,56.6
2012-03-21,85.3,59.4,63.9,57,61.5,63.9,57
2012-03-22,85.9,53.1,63.6,54.5,61.8,63.6,54.5
2012-03-23,69.3,53.7,59.9,56.1,59.6,59.9,56.1
2012-03-24,65.7,53.2,58.5,55.7,58,58.5,55.7
2012-03-25,71.3,48.1,58.2,53.2,57.4,58.2,53.2
2012-03-26,55.2,32.3,52.5,45.1,53.6,52.5,45.1
2012-03-27,58.4,27.4,47.4,38.1,48.4,47.4,38.1
2012-03-28,72.4,46.2,55.4,48.7,54.1,55.4,48.7
2012-03-29,51.4,33.9,50.8,42.6,51.4,50.8,42.6
2012-03-30,60.2,34.6,48.7,42.1,49.2,48.7,42.1
2012-03-31,44.1,36.7,46.9,44.6,47.9,46.9,44.6
2012-04-01,67.9,40,51.3,43.5,50.2,51.3,43.5
2012-04-02,58.1,37.1,52.7,44.7,52.1,52.7,44.7
2012-04-03,70.7,35.6,51.1,42.8,50.7,51.1,42.8
2012-04-04,64.4,42.9,55.1,46.6,54,55.1,46.6
2012-04-05,50.7,31.2,50.3,42.1,50.9,50.3,42.1
2012-04-06,57.7,25.7,49.3,37.8,49.3,49.3,37.8
2012-04-07,64.9,27.2,50.7,38.1,50.3,50.7,38.1
2012-04-08,62.4,43.5,53.3,48.7,52.7,53.3,48.7
2012-04-09,63.7,40.8,51.8,46.8,51.6,51.8,46.8
2012-04-10,43.7,34,43,39.7,45.2,43,39.7
2012-04-11,52.7,27.7,44.2,36.7,44.6,44.2,36.7
2012-04-12,59.3,26.8,48,36.2,47.4,48,36.2
2012-04-13,65.8,28.9,51.4,39.2,50.4,51.4,39.2
2012-04-14,59.2,45.3,51.8,49.2,51.4,51.8,49.2
2012-04-15,80.2,57.7,59.5,53.4,56.9,59.5,53.4
2012-04-16,72.1,44,59.6,51.2,58.5,59.6,51.2
2012-04-17,60.9,37.4,53.9,44.1,53.6,53.9,44.1
2012-04-18,68.2,35.3,56.1,43.8,55,56.1,43.8
2012-04-19,78.6,49.4,59.7,51.2,57.9,59.7,51.2
2012-04-20,78.4,43.7,60.3,53.8,59.2,60.3,53.8
2012-04-21,51.5,37.3,51.1,46.6,52.6,51.1,46.6
2012-04-22,52.7,33.2,47.3,41.1,48.4,47.3,41.1
2012-04-23,58.9,38.7,49.6,41,49.5,49.6,41
2012-04-24,63.4,34.4,49.2,38.9,49.2,49.2,38.9
2012-04-25,66.5,36,50.9,42.7,50.7,50.9,42.7
2012-04-26,60,41.1,52.3,46.5,52,52.3,46.5
2012-04-27,55.7,30.2,50.6,38.3,50.3,50.6,38.3
2012-04-28,46.3,36.4,47,42.9,48.5,47,42.9
2012-04-29,62,32.4,48.9,38.1,48.4,48.9,38.1
2012-04-30,81.1,46.2,56.9,47.4,54.6,56.9,47.4
2012-05-01,69.3,55.4,60.8,55.8,59,60.8,55.8
2012-05-02,84.5,54.9,64.3,55.2,61.6,64.3,55.2
2012-05-03,89.1,63.7,69.9,60.7,66.7,69.9,60.7
2012-05-04,80.7,60.1,67.9,61.3,66.4,67.9,61.3
2012-05-05,67.7,51.8,65.5,59.8,64.4,65.5,59.8
2012-05-06,73.2,47.5,62.4,53.2,61.8,62.4,53.2
2012-05-07,73.4,52,61.9,54.1,60.8,61.9,54.1
2012-05-08,72.1,57.5,64.2,59.6,63.1,64.2,59.6
2012-05-09,67.1,49.5,59.9,53.4,59.9,59.9,53.4
2012-05-10,65.9,42.9,60.5,49.6,59.8,60.5,49.6
2012-05-11,73.6,42.6,62.4,49.3,61.1,62.4,49.3
2012-05-12,77.5,53.4,64.2,54.9,63,64.2,54.9
2012-05-13,74.5,53.5,67.3,57,65.4,67.3,57
2012-05-14,77.5,48,66.5,55.9,65.7,66.5,55.9
2012-05-15,83.3,49.5,68,56.1,66.4,68,56.1
2012-05-16,69.9,50,68.2,59.3,66.9,68.2,59.3
2012-05-17,68.9,39.9,64.5,52.5,64,64.5,52.5
2012-05-18,80.9,41.4,66.2,52.4,64.7,66.2,52.4
2012-05-19,88.1,49.6,70.6,56.6,68.2,70.6,56.6
2012-05-20,88.6,58.8,73,61.9,70.9,73,61.9
2012-05-21,81.7,61.8,72.5,64.4,71,72.5,64.4
2012-05-22,77,56.9,72.3,63.4,70.5,72.3,63.4
2012-05-23,82.4,49.4,71.7,58.8,70.1,71.7,58.8
2012-05-24,87.5,60.7,73.3,63.7,71.5,73.3,63.7
2012-05-25,92.5,70.5,73.9,68,71.6,73.9,68
2012-05-26,86.6,62.3,72.5,67.3,70.7,72.5,67.3
2012-05-27,94.4,63.3,74.6,67.2,71.4,74.6,67.2
2012-05-28,95.7,71.6,76.3,70.4,73.1,76.3,70.4
2012-05-29,81.6,66,72.9,68.1,72,72.9,68.1
2012-05-30,77.8,54.5,68.8,60.5,68.3,68.8,60.5
2012-05-31,69.6,52.8,66.8,60.9,66.9,66.8,60.9
2012-06-01,61.2,50.2,60.8,56.1,62.7,60.8,56.1
2012-06-02,74.6,46.9,58.9,52.4,59.4,58.9,52.4
2012-06-03,80.2,55.1,64.4,56.7,62.8,64.4,56.7
2012-06-04,77.3,51.3,68.5,58.4,66.2,68.5,58.4
2012-06-05,67.8,49,63.5,58.9,64.2,63.5,58.9
2012-06-06,76.6,46.4,66.2,54.4,64.2,66.2,54.4
2012-06-07,83.4,53.4,70.6,60.1,67.9,70.6,60.1
2012-06-08,85.1,53.2,72.5,61.6,69.7,72.5,61.6
2012-06-09,88.7,59.9,73.4,64.4,71.2,73.4,64.4
2012-06-10,92.1,61.5,77,66.3,73.5,77,66.3
2012-06-11,80.2,67.8,73.5,71,72.6,73.5,71
2012-06-12,81.4,62.2,73.8,68.4,71.9,73.8,68.4
2012-06-13,72.6,53.7,71.6,62.3,70.3,71.6,62.3
2012-06-14,82.2,47.8,71.5,60.2,69.9,71.5,60.2
2012-06-15,89.5,52.9,74.8,62.8,71.9,74.8,62.8
2012-06-16,90,68.6,77.1,69.4,73.7,77.1,69.4
2012-06-17,84.4,67.5,75.9,72.2,74.1,75.9,72.2
2012-06-18,88.6,63.6,74.1,68.1,72.7,74.1,68.1
2012-06-19,93.2,71.2,76.1,68.7,74.4,76.1,68.7
2012-06-20,92.8,68.9,79.9,71.5,76.6,79.9,71.5
2012-06-21,92.9,69.9,79.4,72.9,76.9,79.4,72.9
2012-06-22,84.4,60,77.1,68,75.2,77.1,68
2012-06-23,85,57.1,77.6,66.1,75.3,77.6,66.1
2012-06-24,90.3,63.5,78.6,70.1,76.2,78.6,70.1
2012-06-25,77.8,55.5,78.4,71.4,76.5,78.4,71.4
2012-06-26,81.9,48.4,76.2,64.2,75.2,76.2,64.2
2012-06-27,87.6,54,76.6,66.6,74.7,76.6,66.6
2012-06-28,102.4,66.3,80.1,70.8,76.9,80.1,70.8
2012-06-29,93.1,64.1,80.9,73.3,78.7,80.9,73.3
2012-06-30,89.7,63.5,77.8,69.9,75.8,77.8,69.9
2012-07-01,94.3,64.1,79.8,70.9,77.4,79.8,70.9
2012-07-02,93.3,63.7,80.4,70,77.5,80.4,70
2012-07-03,95.3,71.8,81.9,75.9,79.3,81.9,75.9
2012-07-04,99.8,73.1,83.8,75.5,80.5,83.8,75.5
2012-07-05,98.4,73.6,82.2,77.2,80.6,82.2,77.2
2012-07-06,100.4,70.4,84.3,73.5,80.9,84.3,73.5
2012-07-07,100.9,77,87.6,79.3,84.1,87.6,79.3
2012-07-08,88.1,70.5,84.5,77.4,82.7,84.5,77.4
2012-07-09,87.9,58,81.8,72.2,80.4,81.8,72.2
2012-07-10,85,62.7,80.7,72.8,79.4,80.7,72.8
2012-07-11,88.5,57.4,79.6,69.7,78.2,79.6,69.7
2012-07-12,92.3,56.8,80.8,70,78.8,80.8,70
2012-07-13,89.3,65.4,81.3,73.5,79.5,81.3,73.5
2012-07-14,87.9,63,80.6,72.8,79,80.6,72.8
2012-07-15,91.1,71.4,81.1,74.7,79.6,81.1,74.7
2012-07-16,97,65.6,82.3,73,80.1,82.3,73
2012-07-17,98.9,71.3,83.7,75.9,81.3,83.7,75.9
2012-07-18,94.1,72.1,83.5,77.3,81.4,83.5,77.3
2012-07-19,84.9,71.3,79,74.9,78.8,79,74.9
2012-07-20,78,60.8,74.3,70.5,75,74.3,70.5
2012-07-21,85.1,55,75,64.1,74,75,64.1
