"station","FNyield08"
Blanchard,0.421409872834982
Chickasaw,1.15449661901906
Honey,0.547718740252848
Maumee,0.36651191304969
Portage,0.392533999017442
Raisin,0.104852642836132
Sandusky,0.375841370323302
Tiffin,0.235826832048266
